Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_G_X,SCH_G_Y,SCH_G_Z,ADXL_G_X,ADXL_G_Y,ADXL_G_Z,BNO_G_X,BNO_G_Y,BNO_G_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
1,A,13944996,996,,,,,,,0.102,-0.236,-0.994,,,,,,,,,
1,B,10393570,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10393570,2032,0.160,0.800,1.760,0.055,-0.233,-0.946,,,,,,,,,,,,
1,A,13947983,996,,,,,,,0.101,-0.235,-0.994,,,,,,,,,
1,B,10396957,3287,,,,,,,,,,,,,,,,67.000,-90.375,10.125
1,S,10396957,3387,0.480,1.120,1.760,0.055,-0.234,-0.947,,,,,,,,,,,,
1,A,13950970,996,,,,,,,0.099,-0.235,-0.996,,,,,,,,,
1,B,10400344,2287,,,,,,,,,,0.040,-0.196,-0.994,,,,,,
1,S,10400344,3387,1.440,0.800,1.760,0.054,-0.235,-0.948,,,,,,,,,,,,
1,A,13952961,996,,,,,,,0.099,-0.236,-0.995,,,,,,,,,
1,B,10402376,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10402376,2032,2.080,0.800,1.760,0.054,-0.236,-0.948,,,,,,,,,,,,
1,A,13956943,995,,,,,,,0.100,-0.236,-0.995,,,,,,,,,
1,B,10405763,3287,,,,,,,,,,0.039,-0.196,-0.993,,,,,,
1,S,10405763,3387,1.760,0.800,1.440,0.054,-0.236,-0.949,,,,,,,,,,,,
1,A,13959930,996,,,,,,,0.100,-0.236,-0.996,,,,,,,,,
1,B,10409150,2292,,,,,,,,,,,,,,,,67.000,-89.812,9.688
1,S,10409150,3387,1.440,1.440,2.080,0.054,-0.235,-0.949,,,,,,,,,,,,
1,A,13961921,995,,,,,,,0.103,-0.235,-0.997,,,,,,,,,
1,B,10411182,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10411182,2032,1.440,1.760,2.400,0.055,-0.234,-0.950,,,,,,,,,,,,
1,A,13966899,995,,,,,,,0.101,-0.235,-0.997,,,,,,,,,
1,B,10415923,2287,,,,,,,,,,0.037,-0.196,-0.993,,,,,,
1,S,10415923,4741,1.760,1.440,2.720,0.055,-0.234,-0.949,,,,,,,,,,,,
1,A,13968890,995,,,,,,,0.101,-0.235,-0.996,,,,,,,,,
1,B,10417956,2287,,,,,,,,,,,,,,,,67.188,-90.062,10.188
1,S,10417956,2033,1.120,1.440,2.400,0.054,-0.233,-0.949,,,,,,,,,,,,
1,A,13970882,996,,,,,,,0.099,-0.234,-0.995,,,,,,,,,
1,B,10419988,3287,,,,,,,,,,0.037,-0.194,-0.995,,,,,,
1,S,10419988,2032,0.480,1.120,2.080,0.053,-0.233,-0.948,,,,,,,,,,,,
1,A,13974864,996,,,,,,,0.103,-0.232,-0.997,,,,,,,,,
1,B,10423375,2287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10423375,3387,-0.160,1.120,1.440,0.052,-0.234,-0.949,,,,,,,,,,,,
1,A,13976855,995,,,,,,,0.101,-0.236,-0.992,,,,,,,,,
1,B,10426084,3292,,,,,,,,,,,,,,,,68.188,-89.938,9.375
1,S,10426084,2709,0.160,1.440,1.120,0.052,-0.234,-0.948,,,,,,,,,,,,
1,A,13979842,996,,,,,,,0.099,-0.234,-0.991,,,,,,,,,
1,B,10428794,2287,,,,,,,,,,0.034,-0.195,-0.993,,,,,,
1,S,10428794,2710,1.120,1.440,1.440,0.053,-0.234,-0.947,,,,,,,,,,,,
1,A,13981833,995,,,,,,,0.102,-0.232,-0.993,,,,,,,,,
1,B,10431503,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10431503,2709,1.760,1.120,1.760,0.053,-0.234,-0.946,,,,,,,,,,,,
1,A,13986811,995,,,,,,,0.104,-0.233,-0.995,,,,,,,,,
1,B,10435568,3287,,,,,,,,,,,,,,,,67.375,-91.438,10.500
1,S,10435568,4065,1.440,1.120,2.080,0.053,-0.233,-0.945,,,,,,,,,,,,
1,A,13989798,996,,,,,,,0.102,-0.232,-0.991,,,,,,,,,
1,B,10438954,2287,,,,,,,,,,0.037,-0.195,-0.990,,,,,,
1,S,10438954,3386,1.120,1.760,2.400,0.053,-0.231,-0.945,,,,,,,,,,,,
1,A,13991789,995,,,,,,,0.103,-0.233,-0.993,,,,,,,,,
1,B,10440987,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10440987,2033,1.120,1.760,2.080,0.052,-0.231,-0.946,,,,,,,,,,,,
1,A,13996767,995,,,,,,,0.101,-0.232,-0.993,,,,,,,,,
1,B,10445728,2287,,,,,,,,,,,,,,,,66.375,-89.125,10.188
1,S,10445728,4741,1.440,1.760,2.080,0.053,-0.231,-0.946,,,,,,,,,,,,
1,A,13998759,996,,,,,,,0.102,-0.231,-0.990,,,,,,,,,
1,B,10447760,2292,,,,,,,,,,0.037,-0.193,-0.990,,,,,,
1,S,10447760,2032,2.080,1.760,2.080,0.053,-0.230,-0.946,,,,,,,,,,,,
1,A,14000750,996,,,,,,,0.100,-0.232,-0.991,,,,,,,,,
1,B,10449793,3287,,,,,,,,,,0.038,-0.194,-0.990,,,,,,
1,S,10449793,2033,2.080,1.760,2.080,0.054,-0.230,-0.945,,,,,,,,,,,,
1,A,14004732,995,,,,,,,0.101,-0.231,-0.992,,,,,,,,,
1,B,10453180,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10453180,3387,1.760,1.760,2.400,0.055,-0.230,-0.943,,,,,,,,,,,,
1,A,14007719,996,,,,,,,0.099,-0.232,-0.990,,,,,,,,,
1,B,10456566,3287,,,,,,,,,,,,,,,,68.125,-88.562,8.750
1,S,10456566,3386,0.800,1.120,2.400,0.056,-0.231,-0.943,,,,,,,,,,,,
1,A,14010706,996,,,,,,,0.099,-0.231,-0.993,,,,,,,,,
1,B,10459953,2287,,,,,,,,,,0.039,-0.192,-0.987,,,,,,
1,S,10459953,3387,0.800,0.480,2.080,0.055,-0.231,-0.942,,,,,,,,,,,,
1,A,14012697,995,,,,,,,0.099,-0.230,-0.993,,,,,,,,,
1,B,10461985,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10461985,2032,0.480,0.480,2.080,0.054,-0.231,-0.942,,,,,,,,,,,,
1,A,14017675,995,,,,,,,0.100,-0.229,-0.993,,,,,,,,,
1,B,10466727,3292,,,,,,,,,,,,,,,,66.875,-90.500,10.375
1,S,10466727,4742,0.480,1.120,1.760,0.053,-0.231,-0.943,,,,,,,,,,,,
1,A,14020662,996,,,,,,,0.099,-0.232,-0.992,,,,,,,,,
1,B,10470114,7287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10470114,3387,1.120,1.120,1.760,0.054,-0.231,-0.944,,,,,,,,,,,,
1,A,14027631,995,,,,,,,0.098,-0.232,-0.992,,,,,,,,,
1,B,10476888,2287,,,,,,,,,,0.036,-0.192,-0.987,,,,,,
1,S,10476888,6774,1.120,1.120,2.400,0.056,-0.230,-0.943,,,,,,,,,,,,
1,A,14030618,996,,,,,,,0.097,-0.233,-0.992,,,,,,,,,
1,B,10479597,2287,,,,,,,,,,,,,,,,66.938,-89.312,9.562
1,S,10479597,2709,0.800,1.120,2.080,0.056,-0.230,-0.944,,,,,,,,,,,,
1,A,14032609,995,,,,,,,0.098,-0.232,-0.994,,,,,,,,,
1,B,10481630,6287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10481630,2033,0.160,1.120,2.080,0.056,-0.231,-0.945,,,,,,,,,,,,
1,A,14038583,996,,,,,,,0.100,-0.234,-0.994,,,,,,,,,
1,B,10487726,2287,,,,,,,,,,0.041,-0.194,-0.991,,,,,,
1,S,10487726,6096,0.160,0.800,2.720,0.055,-0.232,-0.946,,,,,,,,,,,,
1,A,14041570,996,,,,,,,0.097,-0.234,-0.994,,,,,,,,,
1,B,10490436,5292,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10490436,2710,-0.160,0.800,2.080,0.054,-0.232,-0.945,,,,,,,,,,,,
1,A,14046548,996,,,,,,,0.099,-0.234,-0.995,,,,,,,,,
1,B,10495855,2287,,,,,,,,,,0.040,-0.193,-0.991,,,,,,
1,S,10495855,5419,0.160,1.760,2.080,0.057,-0.233,-0.947,,,,,,,,,,,,
1,A,14048539,995,,,,,,,0.100,-0.235,-0.993,,,,,,,,,
1,B,10497887,2287,,,,,,,,,,,,,,,,66.875,-90.500,10.375
1,S,10497887,2032,0.160,1.760,2.400,0.057,-0.233,-0.947,,,,,,,,,,,,
1,A,14051526,996,,,,,,,0.099,-0.233,-0.994,,,,,,,,,
1,B,10499919,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10499919,2032,0.160,1.760,2.400,0.057,-0.233,-0.947,,,,,,,,,,,,
1,A,14055508,995,,,,,,,0.097,-0.235,-0.995,,,,,,,,,
1,B,10504661,2287,,,,,,,,,,0.040,-0.196,-0.993,,,,,,
1,S,10504661,4742,0.480,1.120,2.400,0.057,-0.234,-0.946,,,,,,,,,,,,
1,A,14057500,996,,,,,,,0.099,-0.235,-0.995,,,,,,,,,
1,B,10506693,2287,,,,,,,,,,,,,,,,67.812,-89.875,9.438
1,S,10506693,2032,0.480,1.120,2.080,0.057,-0.235,-0.946,,,,,,,,,,,,
1,A,14059491,996,,,,,,,0.101,-0.236,-0.994,,,,,,,,,
1,B,10508725,2292,,,,,,,,,,0.039,-0.196,-0.992,,,,,,
1,S,10508725,2032,0.160,1.440,2.080,0.057,-0.235,-0.945,,,,,,,,,,,,
1,A,14062478,996,,,,,,,0.098,-0.234,-0.992,,,,,,,,,
1,B,10511435,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10511435,2710,0.160,1.440,2.080,0.057,-0.235,-0.945,,,,,,,,,,,,
1,A,14066460,995,,,,,,,0.101,-0.237,-0.992,,,,,,,,,
1,B,10515499,2287,,,,,,,,,,,,,,,,66.625,-89.312,10.438
1,S,10515499,4064,0.160,1.440,1.760,0.055,-0.236,-0.945,,,,,,,,,,,,
1,A,14068451,995,,,,,,,0.101,-0.235,-0.992,,,,,,,,,
1,B,10517531,2287,,,,,,,,,,0.038,-0.198,-0.991,,,,,,
1,S,10517531,2032,0.800,1.440,1.760,0.055,-0.236,-0.945,,,,,,,,,,,,
1,A,14071438,995,,,,,,,0.100,-0.235,-0.993,,,,,,,,,
1,B,10520241,3287,,,,,,,,,,0.037,-0.197,-0.990,,,,,,
1,S,10520241,2710,1.440,1.440,1.760,0.054,-0.235,-0.945,,,,,,,,,,,,
1,A,14074425,995,,,,,,,0.101,-0.236,-0.991,,,,,,,,,
1,B,10523627,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10523627,3386,1.440,1.120,2.080,0.054,-0.234,-0.945,,,,,,,,,,,,
1,A,14077412,996,,,,,,,0.102,-0.235,-0.991,,,,,,,,,
1,B,10527014,3292,,,,,,,,,,,,,,,,66.312,-88.062,9.625
1,S,10527014,3387,1.120,0.480,1.760,0.053,-0.234,-0.944,,,,,,,,,,,,
1,A,14081394,995,,,,,,,0.102,-0.235,-0.992,,,,,,,,,
1,B,10529724,2287,,,,,,,,,,0.036,-0.198,-0.988,,,,,,
1,S,10529724,2710,0.800,0.800,1.440,0.053,-0.233,-0.943,,,,,,,,,,,,
1,A,14083386,996,,,,,,,0.104,-0.235,-0.993,,,,,,,,,
1,B,10532433,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10532433,2709,0.800,0.800,1.760,0.054,-0.234,-0.943,,,,,,,,,,,,
1,A,14087368,996,,,,,,,0.101,-0.235,-0.988,,,,,,,,,
1,B,10536498,3287,,,,,,,,,,,,,,,,66.625,-89.312,10.438
1,S,10536498,4065,1.120,0.800,2.080,0.054,-0.235,-0.943,,,,,,,,,,,,
1,A,14090355,996,,,,,,,0.103,-0.235,-0.991,,,,,,,,,
1,B,10539885,2287,,,,,,,,,,0.036,-0.195,-0.990,,,,,,
1,S,10539885,3387,0.800,0.800,2.080,0.053,-0.235,-0.942,,,,,,,,,,,,
1,A,14093342,996,,,,,,,0.103,-0.234,-0.994,,,,,,,,,
1,B,10541917,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10541917,2032,0.480,0.800,2.400,0.052,-0.234,-0.942,,,,,,,,,,,,
1,A,14097324,995,,,,,,,0.103,-0.234,-0.992,,,,,,,,,
1,B,10546658,2292,,,,,,,,,,,,,,,,66.875,-90.000,11.062
1,S,10546658,4741,0.480,1.760,2.080,0.051,-0.233,-0.944,,,,,,,,,,,,
1,A,14099316,996,,,,,,,0.103,-0.236,-0.992,,,,,,,,,
1,B,10548691,2287,,,,,,,,,,0.036,-0.196,-0.989,,,,,,
1,S,10548691,2033,0.800,2.080,2.080,0.051,-0.233,-0.944,,,,,,,,,,,,
1,A,14102302,995,,,,,,,0.102,-0.234,-0.993,,,,,,,,,
1,B,10550723,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10550723,2032,0.800,2.080,2.080,0.051,-0.232,-0.944,,,,,,,,,,,,
1,A,14106285,996,,,,,,,0.104,-0.233,-0.994,,,,,,,,,
1,B,10555464,2287,,,,,,,,,,0.035,-0.195,-0.992,,,,,,
1,S,10555464,4741,0.800,1.120,2.720,0.051,-0.233,-0.944,,,,,,,,,,,,
1,A,14108276,996,,,,,,,0.101,-0.233,-0.994,,,,,,,,,
1,B,10557497,2287,,,,,,,,,,,,,,,,65.875,-88.750,10.438
1,S,10557497,2033,0.480,0.480,2.720,0.052,-0.234,-0.945,,,,,,,,,,,,
1,A,14111263,996,,,,,,,0.101,-0.234,-0.997,,,,,,,,,
1,B,10560187,2287,,,,,,,,,,0.036,-0.195,-0.992,,,,,,
1,S,10560187,2690,0.480,0.160,2.400,0.053,-0.234,-0.946,,,,,,,,,,,,
1,A,14113254,996,,,,,,,0.102,-0.234,-0.996,,,,,,,,,
1,B,10562238,4292,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10562238,2051,1.120,0.800,2.400,0.054,-0.234,-0.947,,,,,,,,,,,,
1,A,14117237,996,,,,,,,0.100,-0.235,-0.996,,,,,,,,,
1,B,10566303,3287,,,,,,,,,,,,,,,,66.625,-89.250,9.625
1,S,10566303,4065,1.120,1.440,2.400,0.055,-0.234,-0.947,,,,,,,,,,,,
1,A,14120223,995,,,,,,,0.099,-0.233,-0.994,,,,,,,,,
1,B,10569690,2287,,,,,,,,,,0.038,-0.195,-0.992,,,,,,
1,S,10569690,3387,1.120,2.080,2.080,0.054,-0.234,-0.948,,,,,,,,,,,,
1,A,14123210,995,,,,,,,0.099,-0.233,-0.994,,,,,,,,,
1,B,10571722,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10571722,2032,1.120,1.760,2.080,0.054,-0.233,-0.948,,,,,,,,,,,,
1,A,14127193,996,,,,,,,0.102,-0.233,-0.996,,,,,,,,,
1,B,10576463,3287,,,,,,,,,,,,,,,,66.312,-90.250,10.250
1,S,10576463,4741,1.120,1.120,2.080,0.055,-0.233,-0.948,,,,,,,,,,,,
1,A,14130180,996,,,,,,,0.101,-0.234,-0.997,,,,,,,,,
1,B,10579850,2287,,,,,,,,,,0.038,-0.193,-0.996,,,,,,
1,S,10579850,3387,0.800,1.760,2.080,0.056,-0.233,-0.948,,,,,,,,,,,,
1,A,14133166,995,,,,,,,0.101,-0.234,-0.994,,,,,,,,,
1,B,10581882,4292,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10581882,2032,1.120,1.760,2.400,0.056,-0.233,-0.948,,,,,,,,,,,,
1,A,14137149,996,,,,,,,0.099,-0.235,-0.992,,,,,,,,,
1,B,10585947,2287,,,,,,,,,,0.038,-0.192,-0.995,,,,,,
1,S,10585947,4065,1.440,2.080,3.040,0.055,-0.233,-0.948,,,,,,,,,,,,
1,A,14139140,995,,,,,,,0.098,-0.233,-0.993,,,,,,,,,
1,B,10588656,2287,,,,,,,,,,,,,,,,68.062,-90.062,9.688
1,S,10588656,2709,1.440,2.080,3.040,0.055,-0.233,-0.947,,,,,,,,,,,,
1,A,14142127,996,,,,,,,0.099,-0.234,-0.993,,,,,,,,,
1,B,10590688,5287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10590688,2032,1.440,1.760,2.400,0.056,-0.232,-0.946,,,,,,,,,,,,
1,A,14147105,995,,,,,,,0.100,-0.236,-0.992,,,,,,,,,
1,B,10596108,2287,,,,,,,,,,0.043,-0.194,-0.990,,,,,,
1,S,10596108,5420,1.440,0.800,2.080,0.056,-0.232,-0.945,,,,,,,,,,,,
1,A,14149097,996,,,,,,,0.099,-0.234,-0.993,,,,,,,,,
1,B,10598140,3287,,,,,,,,,,0.039,-0.194,-0.991,,,,,,
1,S,10598140,2032,1.120,0.800,2.720,0.055,-0.233,-0.944,,,,,,,,,,,,
1,A,14152083,995,,,,,,,0.098,-0.233,-0.990,,,,,,,,,
1,B,10601527,2292,,,,,,,,,,,,,,,,66.125,-88.875,10.688
1,S,10601527,3387,1.120,1.760,2.720,0.055,-0.233,-0.944,,,,,,,,,,,,
1,A,14155070,995,,,,,,,0.100,-0.234,-0.990,,,,,,,,,
1,B,10604217,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10604217,2690,0.800,2.400,2.400,0.056,-0.233,-0.944,,,,,,,,,,,,
1,A,14159053,996,,,,,,,0.100,-0.233,-0.991,,,,,,,,,
1,B,10608300,3287,,,,,,,,,,0.039,-0.195,-0.990,,,,,,
1,S,10608300,4083,0.800,1.760,2.720,0.057,-0.232,-0.943,,,,,,,,,,,,
1,A,14162040,996,,,,,,,0.098,-0.233,-0.990,,,,,,,,,
1,B,10611687,2287,,,,,,,,,,,,,,,,67.625,-90.125,10.062
1,S,10611687,3387,0.800,0.800,2.400,0.057,-0.233,-0.942,,,,,,,,,,,,
1,A,14165026,995,,,,,,,0.100,-0.232,-0.990,,,,,,,,,
1,B,10613719,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10613719,2032,0.800,0.160,2.080,0.056,-0.233,-0.942,,,,,,,,,,,,
1,A,14168013,995,,,,,,,0.099,-0.233,-0.989,,,,,,,,,
1,B,10617106,3287,,,,,,,,,,0.038,-0.193,-0.987,,,,,,
1,S,10617106,3387,0.800,0.800,2.080,0.056,-0.234,-0.943,,,,,,,,,,,,
1,A,14171000,996,,,,,,,0.101,-0.235,-0.990,,,,,,,,,
1,B,10620493,2292,,,,,,,,,,,,,,,,67.250,-89.500,9.812
1,S,10620493,3387,0.480,1.440,1.760,0.055,-0.234,-0.943,,,,,,,,,,,,
1,A,14173987,996,,,,,,,0.099,-0.233,-0.991,,,,,,,,,
1,B,10622525,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10622525,2032,0.160,1.120,1.440,0.055,-0.233,-0.943,,,,,,,,,,,,
1,A,14177969,995,,,,,,,0.099,-0.231,-0.990,,,,,,,,,
1,B,10626590,2287,,,,,,,,,,0.039,-0.194,-0.991,,,,,,
1,S,10626590,4065,-0.160,1.120,1.440,0.054,-0.233,-0.943,,,,,,,,,,,,
1,A,14179960,995,,,,,,,0.101,-0.233,-0.991,,,,,,,,,
1,B,10629299,3287,,,,,,,,,,0.038,-0.195,-0.988,,,,,,
1,S,10629299,2709,0.160,1.120,1.760,0.054,-0.233,-0.943,,,,,,,,,,,,
1,A,14182947,995,,,,,,,0.101,-0.233,-0.994,,,,,,,,,
1,B,10632686,2287,,,,,,,,,,,,,,,,66.250,-90.188,11.000
1,S,10632686,3387,0.800,1.440,2.400,0.056,-0.233,-0.943,,,,,,,,,,,,
1,A,14185934,996,,,,,,,0.102,-0.232,-0.993,,,,,,,,,
1,B,10634718,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10634718,2032,0.800,1.120,2.400,0.056,-0.233,-0.943,,,,,,,,,,,,
1,A,14188921,996,,,,,,,0.100,-0.233,-0.991,,,,,,,,,
1,B,10638105,3292,,,,,,,,,,,,,,,,67.000,-90.312,10.812
1,S,10638105,3387,0.800,0.800,2.720,0.055,-0.232,-0.943,,,,,,,,,,,,
1,A,14191908,996,,,,,,,0.101,-0.233,-0.994,,,,,,,,,
1,B,10641492,3287,,,,,,,,,,0.039,-0.196,-0.989,,,,,,
1,S,10641492,3387,0.480,0.800,2.400,0.053,-0.232,-0.945,,,,,,,,,,,,
1,A,14195890,995,,,,,,,0.102,-0.232,-0.996,,,,,,,,,
1,B,10644879,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10644879,3387,0.800,1.120,2.080,0.053,-0.233,-0.946,,,,,,,,,,,,
1,A,14198877,996,,,,,,,0.100,-0.234,-0.995,,,,,,,,,
1,B,10648247,3287,,,,,,,,,,0.038,-0.194,-0.990,,,,,,
1,S,10648247,3368,1.440,1.120,1.760,0.053,-0.233,-0.947,,,,,,,,,,,,
1,A,14201864,996,,,,,,,0.102,-0.233,-0.996,,,,,,,,,
1,B,10650976,2287,,,,,,,,,,,,,,,,67.000,-90.375,10.125
1,S,10650976,2729,1.440,1.440,1.440,0.052,-0.232,-0.948,,,,,,,,,,,,
1,A,14204851,996,,,,,,,0.102,-0.235,-0.996,,,,,,,,,
1,B,10653685,3288,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10653685,2709,1.440,1.440,2.080,0.053,-0.234,-0.949,,,,,,,,,,,,
1,A,14207837,995,,,,,,,0.102,-0.234,-0.998,,,,,,,,,
1,B,10657072,3292,,,,,,,,,,0.035,-0.196,-0.992,,,,,,
1,S,10657072,677,1.120,1.440,2.080,0.053,-0.234,-0.949,,,,,,,,,,,,
1,A,14210824,995,,,,,,,0.102,-0.235,-0.996,,,,,,,,,
1,B,10659782,2287,,,,,,,,,,,,,,,,67.312,-91.562,10.875
1,S,10659782,2710,1.120,1.440,2.720,0.054,-0.234,-0.950,,,,,,,,,,,,
1,A,14212816,996,,,,,,,0.103,-0.234,-0.994,,,,,,,,,
1,B,10662491,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10662491,2709,0.800,1.120,3.040,0.054,-0.234,-0.949,,,,,,,,,,,,
1,A,14217794,996,,,,,,,0.102,-0.233,-0.996,,,,,,,,,
1,B,10666555,2287,,,,,,,,,,0.036,-0.196,-0.992,,,,,,
1,S,10666555,4064,0.800,0.800,2.400,0.053,-0.233,-0.948,,,,,,,,,,,,
1,A,14219785,996,,,,,,,0.101,-0.235,-0.993,,,,,,,,,
1,B,10669265,3287,,,,,,,,,,0.037,-0.195,-0.992,,,,,,
1,S,10669265,2710,0.800,1.120,1.760,0.053,-0.232,-0.948,,,,,,,,,,,,
1,A,14222772,996,,,,,,,0.100,-0.235,-0.994,,,,,,,,,
1,B,10671975,2287,,,,,,,,,,,,,,,,66.312,-90.250,10.250
1,S,10671975,2710,1.120,1.760,1.760,0.053,-0.232,-0.948,,,,,,,,,,,,
1,A,14225758,995,,,,,,,0.101,-0.235,-0.996,,,,,,,,,
1,B,10674684,3292,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10674684,2709,1.760,1.760,2.080,0.053,-0.233,-0.948,,,,,,,,,,,,
1,A,14228745,995,,,,,,,0.100,-0.236,-0.995,,,,,,,,,
1,B,10678071,3287,,,,,,,,,,0.037,-0.195,-0.994,,,,,,
1,S,10678071,3387,1.760,1.760,2.080,0.053,-0.234,-0.947,,,,,,,,,,,,
1,A,14231732,995,,,,,,,0.100,-0.234,-0.995,,,,,,,,,
1,B,10680780,2287,,,,,,,,,,,,,,,,67.438,-89.812,10.312
1,S,10680780,2709,1.440,1.120,2.080,0.053,-0.235,-0.947,,,,,,,,,,,,
1,A,14234719,996,,,,,,,0.101,-0.234,-0.991,,,,,,,,,
1,B,10683490,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10683490,2710,0.800,0.800,2.080,0.054,-0.235,-0.947,,,,,,,,,,,,
1,A,14237706,996,,,,,,,0.104,-0.236,-0.994,,,,,,,,,
1,B,10686877,3287,,,,,,,,,,0.035,-0.195,-0.990,,,,,,
1,S,10686877,3387,0.160,1.120,2.720,0.054,-0.235,-0.947,,,,,,,,,,,,
1,A,14240693,996,,,,,,,0.100,-0.235,-0.992,,,,,,,,,
1,B,10690264,2287,,,,,,,,,,,,,,,,67.938,-88.750,10.125
1,S,10690264,3387,0.160,1.120,2.720,0.053,-0.234,-0.946,,,,,,,,,,,,
1,A,14242684,996,,,,,,,0.101,-0.233,-0.991,,,,,,,,,
1,B,10692296,4292,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10692296,2032,0.480,1.440,2.400,0.053,-0.235,-0.945,,,,,,,,,,,,
1,A,14247662,996,,,,,,,0.103,-0.234,-0.991,,,,,,,,,
1,B,10696360,2287,,,,,,,,,,0.038,-0.195,-0.991,,,,,,
1,S,10696360,4064,0.800,1.120,2.400,0.054,-0.235,-0.944,,,,,,,,,,,,
1,A,14249653,996,,,,,,,0.099,-0.233,-0.990,,,,,,,,,
1,B,10699070,3287,,,,,,,,,,0.039,-0.195,-0.988,,,,,,
1,S,10699070,2710,1.120,1.120,2.400,0.054,-0.235,-0.943,,,,,,,,,,,,
1,A,14252640,996,,,,,,,0.101,-0.235,-0.991,,,,,,,,,
1,B,10701779,2287,,,,,,,,,,,,,,,,67.312,-89.938,10.625
1,S,10701779,2709,1.120,2.080,2.400,0.053,-0.235,-0.942,,,,,,,,,,,,
1,A,14255627,996,,,,,,,0.101,-0.235,-0.990,,,,,,,,,
1,B,10704489,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10704489,2710,1.120,2.080,2.400,0.053,-0.235,-0.942,,,,,,,,,,,,
1,A,14258613,995,,,,,,,0.100,-0.232,-0.992,,,,,,,,,
1,B,10707876,3287,,,,,,,,,,,,,,,,67.562,-90.688,10.562
1,S,10707876,3387,1.120,1.440,2.080,0.053,-0.233,-0.943,,,,,,,,,,,,
1,A,14261600,995,,,,,,,0.099,-0.233,-0.990,,,,,,,,,
1,B,10711263,3292,,,,,,,,,,0.037,-0.195,-0.987,,,,,,
1,S,10711263,3387,1.120,1.120,1.760,0.054,-0.233,-0.943,,,,,,,,,,,,
1,A,14265583,996,,,,,,,0.102,-0.234,-0.991,,,,,,,,,
1,B,10713972,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10713972,2709,0.480,1.120,1.440,0.055,-0.233,-0.943,,,,,,,,,,,,
1,A,14268569,995,,,,,,,0.100,-0.234,-0.993,,,,,,,,,
1,B,10717359,3287,,,,,,,,,,0.038,-0.196,-0.990,,,,,,
1,S,10717359,3387,0.160,1.120,1.120,0.056,-0.232,-0.941,,,,,,,,,,,,
1,A,14271556,995,,,,,,,0.101,-0.232,-0.990,,,,,,,,,
1,B,10720746,2287,,,,,,,,,,,,,,,,67.625,-91.688,10.000
1,S,10720746,3387,0.480,1.760,1.760,0.056,-0.232,-0.942,,,,,,,,,,,,
1,A,14273547,995,,,,,,,0.100,-0.233,-0.993,,,,,,,,,
1,B,10723436,3287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,10723436,2690,1.440,2.400,2.400,0.056,-0.233,-0.943,,,,,,,,,,,,
1,A,14277530,996,,,,,,,0.100,-0.233,-0.994,,,,,,,,,
1,B,10726165,3287,,,,,,,,,,0.040,-0.195,-0.991,,,,,,
1,S,10726165,2729,2.080,1.440,2.720,0.055,-0.234,-0.945,,,,,,,,,,,,
1,A,14280516,995,,,,,,,0.098,-0.234,-0.993,,,,,,,,,
