Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_m_s2_X,SCH_m_s2_Y,SCH_m_s2_Z,ADXL_m_s2_X,ADXL_m_s2_Y,ADXL_m_s2_Z,BNO_m_s2_X,BNO_m_s2_Y,BNO_m_s2_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
2,B,30007824,3387,,,,,,,,,,0.008,0.355,-9.961,,,,,,
2,S,30007824,3387,1.120,1.120,2.400,0.217,0.068,-9.473,,,,,,,,,,,,
2,A,30010141,2987,,,,,,,1.254,-0.002,-9.916,,,,,,,,,
2,B,30011191,3367,,,,,,,,,,,,,,,,39.812,-96.125,15.688
2,S,30011191,3367,1.760,0.800,2.400,0.228,0.058,-9.463,,,,,,,,,,,,
2,A,30012133,1992,,,,,,,1.253,-0.027,-9.903,,,,,,,,,
2,B,30013243,2052,,,,,,,,,,,,,0.224,0.000,0.000,,,
2,S,30013243,2052,1.760,0.800,2.400,0.233,0.052,-9.463,,,,,,,,,,,,
2,A,30015120,2987,,,,,,,1.237,-0.065,-9.884,,,,,,,,,
2,B,30016629,3386,,,,,,,,,,0.020,0.355,-9.969,,,,,,
2,S,30016629,6096,1.440,1.440,2.080,0.228,0.062,-9.463,,,,,,,,,,,,
2,A,30019103,2988,,,,,,,1.280,-0.027,-9.900,,,,,,,,,
2,B,30020016,3387,,,,,,,,,,,,,,,,40.438,-96.000,15.750
2,S,30020016,677,1.120,1.120,1.760,0.228,0.062,-9.457,,,,,,,,,,,,
2,A,30021094,1991,,,,,,,1.250,-0.031,-9.902,,,,,,,,,
2,B,30022048,2032,,,,,,,,,,0.047,0.316,-9.941,,,,,,
2,S,30022048,2032,0.800,0.800,1.760,0.223,0.052,-9.453,,,,,,,,,,,,
2,A,30024081,2987,,,,,,,1.242,-0.038,-9.880,,,,,,,,,
2,B,30025435,3387,,,,,,,,,,,,,0.224,0.000,0.000,,,
2,S,30025435,3387,0.480,0.480,2.080,0.228,0.037,-9.447,,,,,,,,,,,,
2,A,30027068,2987,,,,,,,1.269,-0.053,-9.864,,,,,,,,,
2,B,30027467,2032,,,,,,,,,,,,,,,,40.562,-96.812,15.938
2,S,30027467,2032,0.480,1.120,2.400,0.228,0.033,-9.447,,,,,,,,,,,,
2,A,30030055,2987,,,,,,,1.282,-0.041,-9.877,,,,,,,,,
2,B,30030854,3387,,,,,,,,,,0.020,0.289,-9.898,,,,,,
2,S,30030854,3387,1.120,1.760,2.400,0.228,0.033,-9.438,,,,,,,,,,,,
2,A,30033042,2987,,,,,,,1.261,-0.029,-9.861,,,,,,,,,
2,B,30034241,3387,,,,,,,,,,,,,0.224,0.000,0.000,,,
2,S,30034241,3387,2.080,1.760,2.080,0.223,0.037,-9.422,,,,,,,,,,,,
2,A,30036029,2987,,,,,,,1.241,-0.061,-9.840,,,,,,,,,
2,B,30036273,2032,,,,,,,,,,0.027,0.297,-9.926,,,,,,
2,S,30036273,2032,2.080,1.440,2.080,0.223,0.037,-9.412,,,,,,,,,,,,
2,A,30039016,2987,,,,,,,1.269,-0.037,-9.861,,,,,,,,,
2,B,30039660,3387,,,,,,,,,,,,,,,,40.750,-97.625,15.812
2,S,30039660,3387,2.080,0.800,1.760,0.223,0.033,-9.412,,,,,,,,,,,,
2,A,30041007,1991,,,,,,,1.261,-0.044,-9.827,,,,,,,,,
2,B,30042350,2690,,,,,,,,,,,,,0.224,0.000,-0.112,,,
2,S,30042350,2690,2.080,0.800,1.760,0.223,0.022,-9.418,,,,,,,,,,,,
2,A,30044990,3983,,,,,,,1.261,-0.045,-9.842,,,,,,,,,
2,B,30046434,4084,,,,,,,,,,,,,,,,40.500,-95.375,15.312
2,S,30046434,4084,1.440,1.120,1.760,0.212,0.028,-9.418,,,,,,,,,,,,
2,A,30047976,2986,,,,,,,1.263,-0.071,-9.844,,,,,,,,,
2,B,30048466,2032,,,,,,,,,,0.027,0.324,-9.887,,,,,,
2,S,30048466,2032,1.120,0.800,1.760,0.212,0.037,-9.412,,,,,,,,,,,,
2,A,30049968,1992,,,,,,,1.295,-0.037,-9.861,,,,,,,,,
2,B,30051175,2709,,,,,,,,,,0.047,0.305,-9.902,,,,,,
2,S,30051175,2709,0.800,0.800,1.760,0.223,0.048,-9.398,,,,,,,,,,,,
2,A,30052955,2987,,,,,,,1.292,-0.041,-9.887,,,,,,,,,
2,B,30053885,2710,,,,,,,,,,,,,0.224,0.000,0.000,,,
2,S,30053885,2710,0.160,0.480,1.760,0.228,0.048,-9.398,,,,,,,,,,,,
2,A,30055942,2987,,,,,,,1.265,-0.041,-9.863,,,,,,,,,
2,B,30056594,2709,,,,,,,,,,,,,,,,40.625,-94.688,15.312
2,S,30056594,2709,0.480,0.800,1.760,0.217,0.037,-9.408,,,,,,,,,,,,
2,A,30058929,2987,,,,,,,1.284,-0.034,-9.890,,,,,,,,,
2,B,30059981,3387,,,,,,,,,,0.008,0.316,-9.902,,,,,,
2,S,30059981,3387,1.120,1.120,1.760,0.203,0.028,-9.432,,,,,,,,,,,,
2,A,30060920,1991,,,,,,,1.271,-0.039,-9.882,,,,,,,,,
2,B,30062013,2032,,,,,,,,,,,,,0.224,0.000,-0.112,,,
2,S,30062013,2032,1.440,1.440,2.080,0.203,0.028,-9.443,,,,,,,,,,,,
2,A,30065899,4979,,,,,,,1.266,-0.005,-9.933,,,,,,,,,
2,B,30066077,4064,,,,,,,,,,,,,,,,40.625,-94.688,15.312
2,S,30066077,4064,1.440,1.440,2.720,0.223,0.037,-9.453,,,,,,,,,,,,
2,A,30067890,1991,,,,,,,1.270,-0.031,-9.936,,,,,,,,,
2,B,30068787,2710,,,,,,,,,,0.000,0.336,-9.938,,,,,,
2,S,30068787,2710,0.800,1.440,2.720,0.228,0.048,-9.467,,,,,,,,,,,,
2,A,30069881,1991,,,,,,,1.286,-0.015,-9.925,,,,,,,,,
2,B,30070819,2032,,,,,,,,,,,,,0.112,-0.112,0.000,,,
2,S,30070819,2032,1.120,1.440,2.400,0.223,0.058,-9.477,,,,,,,,,,,,
2,A,30073864,3983,,,,,,,1.264,0.004,-9.908,,,,,,,,,
2,B,30074883,4064,,,,,,,,,,,,,,,,40.562,-96.812,15.938
2,S,30074883,4064,1.760,1.120,1.440,0.223,0.062,-9.498,,,,,,,,,,,,
2,A,30077846,3982,,,,,,,1.281,0.002,-9.942,,,,,,,,,
2,B,30078270,3387,,,,,,,,,,0.000,0.363,-9.988,,,,,,
2,S,30078270,3387,2.080,1.120,1.440,0.228,0.068,-9.502,,,,,,,,,,,,
2,A,30079838,1992,,,,,,,1.283,0.005,-9.932,,,,,,,,,
2,B,30080979,2709,,,,,,,,,,,,,0.112,-0.112,0.000,,,
2,S,30080979,2709,1.440,1.120,1.760,0.228,0.077,-9.512,,,,,,,,,,,,
2,A,30084816,4978,,,,,,,1.287,0.018,-9.943,,,,,,,,,
2,B,30085721,4742,,,,,,,,,,,,,,,,40.312,-96.062,15.312
2,S,30085721,4742,1.120,1.440,2.080,0.207,0.087,-9.502,,,,,,,,,,,,
2,A,30087803,2987,,,,,,,1.280,0.034,-9.922,,,,,,,,,
2,B,30088430,2709,,,,,,,,,,0.000,0.344,-9.988,,,,,,
2,S,30088430,2709,0.800,1.440,2.400,0.198,0.092,-9.488,,,,,,,,,,,,
2,A,30089794,1991,,,,,,,1.298,0.025,-9.912,,,,,,,,,
2,B,30090463,2033,,,,,,,,,,0.020,0.383,-9.969,,,,,,
2,S,30090463,2033,0.800,1.440,2.400,0.198,0.098,-9.482,,,,,,,,,,,,
2,A,30092781,2987,,,,,,,1.290,0.037,-9.926,,,,,,,,,
2,B,30093849,3386,,,,,,,,,,,,,0.112,-0.112,0.000,,,
2,S,30093849,3386,0.160,1.440,2.080,0.212,0.102,-9.482,,,,,,,,,,,,
2,A,30096764,3983,,,,,,,1.289,0.043,-9.919,,,,,,,,,
2,B,30097236,3387,,,,,,,,,,,,,,,,40.812,-97.000,16.125
2,S,30097236,3387,-0.160,1.440,2.080,0.212,0.102,-9.488,,,,,,,,,,,,
2,A,30099751,2987,,,,,,,1.274,0.044,-9.909,,,,,,,,,
2,B,30100623,3387,,,,,,,,,,0.000,0.395,-9.973,,,,,,
2,S,30100623,3387,-0.160,1.120,2.400,0.207,0.098,-9.492,,,,,,,,,,,,
2,A,30101742,1991,,,,,,,1.277,0.054,-9.924,,,,,,,,,
2,B,30102655,2032,,,,,,,,,,,,,0.112,0.000,0.000,,,
2,S,30102655,2032,0.160,0.800,2.720,0.212,0.102,-9.492,,,,,,,,,,,,
2,A,30105725,3983,,,,,,,1.267,0.019,-9.903,,,,,,,,,
2,B,30106719,4064,,,,,,,,,,,,,,,,39.938,-95.562,16.000
2,S,30106719,4064,0.160,0.160,2.400,0.207,0.128,-9.492,,,,,,,,,,,,
2,A,30109708,3983,,,,,,,1.274,0.034,-9.909,,,,,,,,,
2,B,30110106,3387,,,,,,,,,,-0.008,0.395,-9.969,,,,,,
2,S,30110106,3387,0.800,0.160,2.080,0.198,0.133,-9.488,,,,,,,,,,,,
2,A,30111699,1991,,,,,,,1.277,0.021,-9.917,,,,,,,,,
2,B,30112816,2710,,,,,,,,,,,,,0.112,0.000,0.112,,,
2,S,30112816,2710,1.120,0.800,1.760,0.198,0.122,-9.482,,,,,,,,,,,,
2,A,30115682,3983,,,,,,,1.282,0.026,-9.924,,,,,,,,,
2,B,30116880,4064,,,,,,,,,,,,,,,,40.750,-96.562,15.312
2,S,30116880,4064,1.120,1.760,1.760,0.203,0.102,-9.477,,,,,,,,,,,,
2,A,30118669,2987,,,,,,,1.277,0.017,-9.927,,,,,,,,,
2,B,30118912,2032,,,,,,,,,,0.020,0.363,-9.980,,,,,,
2,S,30118912,2032,1.120,2.080,2.400,0.212,0.092,-9.477,,,,,,,,,,,,
2,A,30120660,1991,,,,,,,1.271,0.008,-9.908,,,,,,,,,
2,B,30121621,2709,,,,,,,,,,,,,0.112,0.000,0.000,,,
2,S,30121621,2709,1.120,2.080,2.720,0.223,0.087,-9.477,,,,,,,,,,,,
2,A,30124643,3983,,,,,,,1.258,0.009,-9.913,,,,,,,,,
2,B,30125686,4065,,,,,,,,,,0.008,0.375,-9.965,,,,,,
2,S,30125686,4065,1.440,1.440,2.400,0.217,0.083,-9.488,,,,,,,,,,,,
2,A,30127630,2987,,,,,,,1.283,0.007,-9.926,,,,,,,,,
2,B,30128376,2690,,,,,,,,,,,,,,,,40.375,-96.500,16.125
2,S,30128376,2690,0.800,0.800,1.760,0.207,0.077,-9.498,,,,,,,,,,,,
2,A,30130617,2987,,,,,,,1.277,0.007,-9.907,,,,,,,,,
2,B,30131105,2729,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30131105,2729,0.160,0.800,1.760,0.207,0.068,-9.492,,,,,,,,,,,,
2,A,30134600,3983,,,,,,,1.254,0.005,-9.896,,,,,,,,,
2,B,30135846,4741,,,,,,,,,,0.027,0.363,-9.984,,,,,,
2,S,30135846,4741,0.160,0.800,2.080,0.212,0.083,-9.467,,,,,,,,,,,,
2,A,30136591,1991,,,,,,,1.287,0.011,-9.905,,,,,,,,,
2,B,30137878,2032,,,,,,,,,,0.039,0.375,-9.930,,,,,,
2,S,30137878,2032,0.160,1.120,2.400,0.217,0.092,-9.453,,,,,,,,,,,,
2,A,30140574,3983,,,,,,,1.250,0.005,-9.880,,,,,,,,,
2,B,30141265,3387,,,,,,,,,,,,,,,,40.500,-95.938,16.438
2,S,30141265,3387,0.480,2.080,2.400,0.223,0.083,-9.432,,,,,,,,,,,,
2,A,30142565,1991,,,,,,,1.250,0.004,-9.870,,,,,,,,,
2,B,30143297,2032,,,,,,,,,,,,,0.112,0.000,0.000,,,
2,S,30143297,2032,1.440,2.080,1.760,0.228,0.077,-9.432,,,,,,,,,,,,
2,A,30145552,2987,,,,,,,1.250,-0.018,-9.877,,,,,,,,,
2,B,30146684,3387,,,,,,,,,,0.047,0.355,-9.898,,,,,,
2,S,30146684,3387,1.760,1.760,1.440,0.237,0.068,-9.432,,,,,,,,,,,,
2,A,30149535,3983,,,,,,,1.269,-0.002,-9.865,,,,,,,,,
2,B,30150071,3387,,,,,,,,,,,,,,,,39.750,-94.750,15.062
2,S,30150071,3387,1.760,0.800,2.080,0.237,0.068,-9.438,,,,,,,,,,,,
2,A,30151526,1991,,,,,,,1.239,-0.011,-9.872,,,,,,,,,
2,B,30152103,2032,,,,,,,,,,,,,0.224,0.112,0.000,,,
2,S,30152103,2032,1.440,0.800,2.400,0.237,0.072,-9.432,,,,,,,,,,,,
2,A,30155509,3983,,,,,,,1.234,-0.017,-9.873,,,,,,,,,
2,B,30156844,4741,,,,,,,,,,0.039,0.363,-9.898,,,,,,
2,S,30156844,4741,1.440,1.440,2.400,0.228,0.068,-9.432,,,,,,,,,,,,
2,A,30158496,2987,,,,,,,1.222,-0.018,-9.874,,,,,,,,,
2,B,30158877,2033,,,,,,,,,,,,,,,,41.562,-96.562,14.812
2,S,30158877,2033,1.760,1.440,2.080,0.233,0.058,-9.432,,,,,,,,,,,,
2,A,30160487,1991,,,,,,,1.240,-0.018,-9.906,,,,,,,,,
2,B,30160909,2032,,,,,,,,,,,,,0.224,0.000,0.000,,,
2,S,30160909,2032,1.760,1.120,2.080,0.233,0.052,-9.432,,,,,,,,,,,,
2,A,30164470,3983,,,,,,,1.245,-0.044,-9.894,,,,,,,,,
2,B,30165650,4741,,,,,,,,,,0.059,0.355,-9.910,,,,,,
2,S,30165650,4741,1.760,1.120,2.080,0.233,0.052,-9.438,,,,,,,,,,,,
2,A,30166461,1991,,,,,,,1.253,-0.041,-9.897,,,,,,,,,
2,B,30167682,2032,,,,,,,,,,0.066,0.324,-9.930,,,,,,
2,S,30167682,2032,0.800,0.800,1.760,0.233,0.048,-9.443,,,,,,,,,,,,
2,A,30170444,3983,,,,,,,1.235,-0.029,-9.895,,,,,,,,,
2,B,30171069,3387,,,,,,,,,,,,,,,,40.812,-96.062,15.625
2,S,30171069,3387,0.480,0.480,1.440,0.233,0.037,-9.457,,,,,,,,,,,,
2,A,30172435,1991,,,,,,,1.257,-0.037,-9.913,,,,,,,,,
2,B,30173101,2032,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30173101,2032,0.160,0.480,1.440,0.237,0.033,-9.463,,,,,,,,,,,,
2,A,30176418,3983,,,,,,,1.261,-0.045,-9.926,,,,,,,,,
2,B,30177843,4742,,,,,,,,,,,,,,,,40.562,-95.875,15.375
2,S,30177843,4742,0.800,1.440,2.400,0.233,0.033,-9.463,,,,,,,,,,,,
2,A,30180401,3983,,,,,,,1.257,-0.040,-9.918,,,,,,,,,
2,B,30181230,3387,,,,,,,,,,0.039,0.305,-9.973,,,,,,
2,S,30181230,3387,1.440,1.760,2.720,0.228,0.033,-9.463,,,,,,,,,,,,
2,A,30182392,1991,,,,,,,1.272,-0.042,-9.913,,,,,,,,,
2,B,30183262,2032,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30183262,2032,0.800,1.440,2.400,0.228,0.033,-9.463,,,,,,,,,,,,
2,A,30185379,2987,,,,,,,1.245,-0.057,-9.897,,,,,,,,,
2,B,30186649,3387,,,,,,,,,,0.039,0.305,-9.930,,,,,,
2,S,30186649,3387,0.800,0.480,1.760,0.233,0.028,-9.457,,,,,,,,,,,,
2,A,30189362,3983,,,,,,,1.284,-0.041,-9.905,,,,,,,,,
2,B,30190036,3387,,,,,,,,,,,,,,,,41.250,-96.938,15.750
2,S,30190036,3387,0.800,0.480,1.760,0.223,0.033,-9.453,,,,,,,,,,,,
2,A,30191353,1991,,,,,,,1.288,-0.044,-9.882,,,,,,,,,
2,B,30192068,2032,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30192068,2032,1.440,0.800,2.080,0.217,0.037,-9.447,,,,,,,,,,,,
2,A,30195336,3983,,,,,,,1.287,-0.025,-9.877,,,,,,,,,
2,B,30196132,4064,,,,,,,,,,0.020,0.336,-9.930,,,,,,
2,S,30196132,4064,1.440,0.800,2.080,0.207,0.043,-9.438,,,,,,,,,,,,
2,A,30197327,1991,,,,,,,1.286,-0.015,-9.869,,,,,,,,,
2,B,30198841,2709,,,,,,,,,,-0.008,0.344,-9.926,,,,,,
2,S,30198841,2709,0.480,0.800,2.080,0.207,0.043,-9.432,,,,,,,,,,,,
2,A,30201310,3983,,,,,,,1.283,-0.005,-9.892,,,,,,,,,
2,B,30202228,3387,,,,,,,,,,,,,,,,39.812,-95.750,15.562
2,S,30202228,3387,0.160,1.120,2.400,0.207,0.052,-9.432,,,,,,,,,,,,
2,A,30203301,1991,,,,,,,1.310,-0.011,-9.884,,,,,,,,,
2,B,30204260,2032,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30204260,2032,0.800,1.120,2.400,0.203,0.062,-9.432,,,,,,,,,,,,
2,A,30206288,2987,,,,,,,1.297,-0.007,-9.889,,,,,,,,,
2,B,30207647,3387,,,,,,,,,,,,,,,,39.938,-97.062,15.875
2,S,30207647,3387,1.120,0.800,2.400,0.193,0.062,-9.432,,,,,,,,,,,,
2,A,30210271,3983,,,,,,,1.286,0.002,-9.890,,,,,,,,,
2,B,30211034,3387,,,,,,,,,,-0.008,0.355,-9.930,,,,,,
2,S,30211034,3387,1.120,0.480,2.080,0.182,0.062,-9.438,,,,,,,,,,,,
2,A,30212262,1991,,,,,,,1.304,-0.021,-9.893,,,,,,,,,
2,B,30213066,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30213066,2032,0.160,0.480,2.080,0.177,0.068,-9.443,,,,,,,,,,,,
2,A,30216245,3983,,,,,,,1.312,-0.007,-9.930,,,,,,,,,
2,B,30217130,4064,,,,,,,,,,,,,,,,40.375,-96.500,16.125
2,S,30217130,4064,-0.160,0.480,1.760,0.188,0.083,-9.453,,,,,,,,,,,,
2,A,30219232,2987,,,,,,,1.294,0.019,-9.942,,,,,,,,,
2,B,30219840,2710,,,,,,,,,,-0.008,0.355,-9.930,,,,,,
2,S,30219840,2710,0.160,0.160,1.760,0.188,0.083,-9.457,,,,,,,,,,,,
2,A,30221223,1991,,,,,,,1.293,-0.002,-9.929,,,,,,,,,
2,B,30221872,2032,,,,,,,,,,,,,-0.112,-0.112,0.000,,,
2,S,30221872,2032,0.480,0.480,1.760,0.188,0.083,-9.463,,,,,,,,,,,,
2,A,30225206,3983,,,,,,,1.291,0.025,-9.956,,,,,,,,,
2,B,30225936,4064,,,,,,,,,,-0.020,0.363,-9.969,,,,,,
2,S,30225936,4064,0.800,1.760,2.080,0.188,0.092,-9.482,,,,,,,,,,,,
2,A,30227197,1991,,,,,,,1.308,0.005,-9.957,,,,,,,,,
2,B,30228645,2709,,,,,,,,,,,,,,,,39.812,-94.125,15.375
2,S,30228645,2709,1.440,2.400,2.720,0.188,0.098,-9.498,,,,,,,,,,,,
2,A,30230184,2987,,,,,,,1.295,0.002,-9.969,,,,,,,,,
2,B,30230678,2033,,,,,,,,,,0.000,0.363,-10.004,,,,,,
2,S,30230678,2033,1.440,2.400,2.720,0.188,0.092,-9.508,,,,,,,,,,,,
2,A,30233171,2987,,,,,,,1.300,0.022,-9.978,,,,,,,,,
2,B,30234064,3386,,,,,,,,,,,,,-0.224,-0.112,0.000,,,
2,S,30234064,3386,1.120,2.080,2.400,0.193,0.092,-9.508,,,,,,,,,,,,
2,A,30236157,2986,,,,,,,1.286,0.031,-9.966,,,,,,,,,
2,B,30237451,3387,,,,,,,,,,,,,,,,39.500,-96.500,15.875
2,S,30237451,3387,0.480,1.760,1.760,0.193,0.102,-9.512,,,,,,,,,,,,
2,A,30240140,3983,,,,,,,1.279,0.021,-9.962,,,,,,,,,
2,B,30240838,3387,,,,,,,,,,-0.008,0.355,-9.984,,,,,,
2,S,30240838,3387,0.160,2.080,2.400,0.193,0.102,-9.523,,,,,,,,,,,,
2,A,30242131,1991,,,,,,,1.294,0.015,-9.926,,,,,,,,,
2,B,30242870,2032,,,,,,,,,,,,,-0.112,0.000,0.000,,,
2,S,30242870,2032,0.160,2.080,2.720,0.193,0.098,-9.527,,,,,,,,,,,,
2,A,30246114,3983,,,,,,,1.277,0.041,-9.941,,,,,,,,,
2,B,30246934,4064,,,,,,,,,,,,,,,,40.250,-97.250,16.125
2,S,30246934,4064,0.480,1.440,2.080,0.198,0.102,-9.512,,,,,,,,,,,,
2,A,30250096,3982,,,,,,,1.284,0.034,-9.922,,,,,,,,,
2,B,30250321,3387,,,,,,,,,,0.008,0.395,-10.008,,,,,,
2,S,30250321,3387,1.440,0.800,2.080,0.203,0.113,-9.492,,,,,,,,,,,,
2,A,30252088,1992,,,,,,,1.247,0.021,-9.901,,,,,,,,,
2,B,30253031,2710,,,,,,,,,,,,,-0.112,0.112,0.000,,,
2,S,30253031,2710,1.440,0.480,3.040,0.198,0.117,-9.482,,,,,,,,,,,,
2,A,30256070,3982,,,,,,,1.251,0.034,-9.890,,,,,,,,,
2,B,30257095,4064,,,,,,,,,,0.027,0.383,-9.949,,,,,,
2,S,30257095,4064,1.440,0.800,3.040,0.198,0.117,-9.463,,,,,,,,,,,,
2,A,30258062,1992,,,,,,,1.268,0.033,-9.890,,,,,,,,,
2,B,30259127,2032,,,,,,,,,,,,,,,,40.312,-96.062,15.312
2,S,30259127,2032,1.440,1.120,2.720,0.198,0.113,-9.457,,,,,,,,,,,,
2,A,30261048,2986,,,,,,,1.261,0.020,-9.899,,,,,,,,,
2,B,30261836,2709,,,,,,,,,,,,,0.000,0.112,0.000,,,
2,S,30261836,2709,1.440,1.120,1.760,0.207,0.107,-9.453,,,,,,,,,,,,
2,A,30265031,3983,,,,,,,1.246,0.025,-9.892,,,,,,,,,
2,B,30265901,4065,,,,,,,,,,0.027,0.395,-9.945,,,,,,
2,S,30265901,4065,1.120,0.800,1.440,0.217,0.113,-9.447,,,,,,,,,,,,
2,A,30267022,1991,,,,,,,1.252,0.034,-9.910,,,,,,,,,
2,B,30267933,2032,,,,,,,,,,,,,,,,40.000,-96.062,16.125
2,S,30267933,2032,0.800,1.120,1.440,0.217,0.117,-9.453,,,,,,,,,,,,
2,A,30271005,3983,,,,,,,1.248,0.035,-9.944,,,,,,,,,
2,B,30271320,3387,,,,,,,,,,,,,0.000,0.112,0.000,,,
2,S,30271320,3387,0.800,1.120,1.760,0.223,0.117,-9.457,,,,,,,,,,,,
2,A,30274988,3983,,,,,,,1.243,0.008,-9.880,,,,,,,,,
2,B,30276061,4741,,,,,,,,,,0.039,0.395,-9.938,,,,,,
2,S,30276061,4741,0.160,0.800,2.400,0.242,0.107,-9.457,,,,,,,,,,,,
2,A,30276979,1991,,,,,,,1.234,0.003,-9.910,,,,,,,,,
2,B,30278093,2032,,,,,,,,,,0.066,0.363,-9.934,,,,,,
2,S,30278093,2032,0.480,0.480,2.400,0.247,0.102,-9.457,,,,,,,,,,,,
2,A,30280962,3983,,,,,,,1.245,-0.004,-9.903,,,,,,,,,
2,B,30281480,3387,,,,,,,,,,,,,,,,40.438,-96.000,15.750
2,S,30281480,3387,0.800,0.800,1.760,0.253,0.098,-9.467,,,,,,,,,,,,
2,A,30282953,1991,,,,,,,1.248,-0.008,-9.900,,,,,,,,,
2,B,30283512,2032,,,,,,,,,,,,,0.000,0.112,0.000,,,
2,S,30283512,2032,0.800,1.120,1.760,0.258,0.092,-9.473,,,,,,,,,,,,
2,A,30286936,3983,,,,,,,1.241,0.009,-9.915,,,,,,,,,
2,B,30288254,4742,,,,,,,,,,0.047,0.363,-9.945,,,,,,
2,S,30288254,4742,0.800,1.760,1.760,0.263,0.083,-9.463,,,,,,,,,,,,
2,A,30289923,2987,,,,,,,1.248,-0.015,-9.897,,,,,,,,,
2,B,30290963,2709,,,,,,,,,,,,,,,,40.938,-97.938,16.375
2,S,30290963,2709,1.120,1.760,2.400,0.263,0.072,-9.463,,,,,,,,,,,,
2,A,30292910,2987,,,,,,,1.238,-0.016,-9.879,,,,,,,,,
2,B,30293673,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30293673,2710,1.120,1.440,2.400,0.253,0.058,-9.457,,,,,,,,,,,,
2,A,30295897,2987,,,,,,,1.243,-0.024,-9.868,,,,,,,,,
2,B,30297059,3386,,,,,,,,,,,,,,,,39.875,-95.125,15.875
2,S,30297059,3386,1.120,1.440,2.080,0.237,0.048,-9.443,,,,,,,,,,,,
2,A,30298884,2987,,,,,,,1.245,-0.018,-9.868,,,,,,,,,
2,B,30300427,3368,,,,,,,,,,0.039,0.355,-9.895,,,,,,
2,S,30300427,3368,1.120,1.120,1.760,0.233,0.048,-9.428,,,,,,,,,,,,
2,A,30301871,2987,,,,,,,1.232,-0.025,-9.835,,,,,,,,,
2,B,30302478,2051,,,,,,,,,,,,,0.112,0.000,0.000,,,
2,S,30302478,2051,1.120,1.120,1.760,0.228,0.058,-9.412,,,,,,,,,,,,
2,A,30305854,3983,,,,,,,1.258,-0.011,-9.838,,,,,,,,,
2,B,30306543,4065,,,,,,,,,,,,,,,,40.688,-96.125,15.188
2,S,30306543,4065,1.120,1.440,1.440,0.228,0.062,-9.408,,,,,,,,,,,,
2,A,30308841,2987,,,,,,,1.248,-0.018,-9.851,,,,,,,,,
2,B,30309930,3387,,,,,,,,,,0.027,0.344,-9.883,,,,,,
2,S,30309930,3387,1.120,1.760,1.440,0.228,0.062,-9.412,,,,,,,,,,,,
2,A,30311828,2987,,,,,,,1.274,-0.011,-9.854,,,,,,,,,
2,B,30311962,2032,,,,,,,,,,,,,0.112,0.000,0.000,,,
2,S,30311962,2032,1.440,1.760,1.760,0.223,0.062,-9.412,,,,,,,,,,,,
2,A,30315810,3982,,,,,,,1.275,-0.018,-9.880,,,,,,,,,
2,B,30316703,4741,,,,,,,,,,,,,,,,39.938,-97.062,15.875
2,S,30316703,4741,1.760,1.120,2.400,0.223,0.058,-9.422,,,,,,,,,,,,
2,A,30318797,2987,,,,,,,1.268,-0.014,-9.903,,,,,,,,,
2,B,30320090,3387,,,,,,,,,,0.039,0.355,-9.898,,,,,,
2,S,30320090,3387,1.440,0.480,2.400,0.212,0.062,-9.443,,,,,,,,,,,,
2,A,30320789,1992,,,,,,,1.264,-0.021,-9.910,,,,,,,,,
2,B,30322122,2032,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30322122,2032,1.440,0.480,2.400,0.212,0.068,-9.453,,,,,,,,,,,,
2,A,30325767,4978,,,,,,,1.257,-0.011,-9.946,,,,,,,,,
2,B,30326186,4064,,,,,,,,,,,,,,,,40.625,-96.250,15.500
2,S,30326186,4064,1.120,1.440,2.720,0.217,0.072,-9.473,,,,,,,,,,,,
2,A,30327758,1991,,,,,,,1.251,-0.034,-9.949,,,,,,,,,
2,B,30328896,2710,,,,,,,,,,0.027,0.336,-9.945,,,,,,
2,S,30328896,2710,1.120,2.080,2.400,0.217,0.068,-9.482,,,,,,,,,,,,
2,A,30329750,1992,,,,,,,1.290,-0.036,-9.945,,,,,,,,,
2,B,30330928,2032,,,,,,,,,,0.039,0.316,-10.004,,,,,,
2,S,30330928,2032,0.800,2.080,2.400,0.223,0.058,-9.492,,,,,,,,,,,,
2,A,30333732,3982,,,,,,,1.276,-0.023,-9.958,,,,,,,,,
2,B,30334315,3387,,,,,,,,,,,,,-0.112,-0.112,0.000,,,
2,S,30334315,3387,0.800,1.440,2.080,0.217,0.052,-9.508,,,,,,,,,,,,
2,A,30336719,2987,,,,,,,1.280,-0.028,-9.946,,,,,,,,,
2,B,30337702,3387,,,,,,,,,,,,,,,,41.000,-96.312,15.375
2,S,30337702,3387,1.120,1.120,1.760,0.212,0.058,-9.512,,,,,,,,,,,,
