Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_m_s2_X,SCH_m_s2_Y,SCH_m_s2_Z,ADXL_m_s2_X,ADXL_m_s2_Y,ADXL_m_s2_Z,BNO_m_s2_X,BNO_m_s2_Y,BNO_m_s2_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
2,A,30339706,2987,,,,,,,1.284,-0.021,-9.956,,,,,,,,,
2,B,30341088,3386,,,,,,,,,,0.027,0.344,-9.984,,,,,,
2,S,30341088,3386,1.120,0.800,2.080,0.203,0.062,-9.512,,,,,,,,,,,,
2,A,30342693,2987,,,,,,,1.303,-0.019,-9.935,,,,,,,,,
2,B,30343120,2032,,,,,,,,,,,,,-0.112,-0.112,0.000,,,
2,S,30343120,2032,0.800,0.800,2.400,0.198,0.068,-9.512,,,,,,,,,,,,
2,A,30346676,3983,,,,,,,1.304,-0.006,-9.903,,,,,,,,,
2,B,30347185,4065,,,,,,,,,,,,,,,,40.188,-96.750,16.000
2,S,30347185,4065,1.120,1.120,3.040,0.188,0.068,-9.492,,,,,,,,,,,,
2,A,30349663,2987,,,,,,,1.306,-0.002,-9.915,,,,,,,,,
2,B,30350572,3387,,,,,,,,,,-0.020,0.324,-9.973,,,,,,
2,S,30350572,3387,1.440,1.440,3.040,0.182,0.068,-9.488,,,,,,,,,,,,
2,A,30351655,1992,,,,,,,1.299,-0.009,-9.923,,,,,,,,,
2,B,30353281,2709,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30353281,2709,1.120,1.760,2.400,0.172,0.072,-9.482,,,,,,,,,,,,
2,A,30356633,4978,,,,,,,1.308,0.026,-9.884,,,,,,,,,
2,B,30357345,4064,,,,,,,,,,,,,,,,40.000,-95.500,15.688
2,S,30357345,4064,1.120,1.440,1.760,0.158,0.087,-9.467,,,,,,,,,,,,
2,A,30358624,1991,,,,,,,1.319,0.002,-9.878,,,,,,,,,
2,B,30359377,2032,,,,,,,,,,-0.027,0.355,-9.973,,,,,,
2,S,30359377,2032,1.120,0.800,1.440,0.152,0.087,-9.463,,,,,,,,,,,,
2,A,30360616,1992,,,,,,,1.319,0.005,-9.886,,,,,,,,,
2,B,30362087,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30362087,2710,0.800,0.160,1.440,0.163,0.083,-9.453,,,,,,,,,,,,
2,A,30365594,4978,,,,,,,1.293,0.002,-9.901,,,,,,,,,
2,B,30366151,4064,,,,,,,,,,-0.008,0.375,-9.969,,,,,,
2,S,30366151,4064,0.480,-0.160,1.760,0.182,0.083,-9.447,,,,,,,,,,,,
2,A,30367585,1991,,,,,,,1.290,0.021,-9.910,,,,,,,,,
2,B,30368183,2032,,,,,,,,,,,,,,,,39.750,-97.812,15.938
2,S,30368183,2032,0.160,0.160,1.760,0.188,0.087,-9.447,,,,,,,,,,,,
2,A,30369577,1992,,,,,,,1.278,0.023,-9.926,,,,,,,,,
2,B,30370893,2710,,,,,,,,,,0.000,0.363,-9.969,,,,,,
2,S,30370893,2710,0.480,0.480,1.760,0.182,0.092,-9.453,,,,,,,,,,,,
2,A,30372564,2987,,,,,,,1.299,0.030,-9.909,,,,,,,,,
2,B,30372925,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30372925,2032,0.800,0.480,2.080,0.182,0.098,-9.453,,,,,,,,,,,,
2,A,30376546,3982,,,,,,,1.274,0.031,-9.924,,,,,,,,,
2,B,30376989,4064,,,,,,,,,,,,,,,,39.750,-97.812,15.938
2,S,30376989,4064,0.480,1.120,2.720,0.193,0.098,-9.477,,,,,,,,,,,,
2,A,30378538,1992,,,,,,,1.269,0.006,-9.913,,,,,,,,,
2,B,30379698,2709,,,,,,,,,,0.008,0.395,-9.980,,,,,,
2,S,30379698,2709,0.160,1.120,3.040,0.203,0.098,-9.482,,,,,,,,,,,,
2,A,30380529,1991,,,,,,,1.293,0.014,-9.925,,,,,,,,,
2,B,30381730,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30381730,2032,0.480,0.800,2.720,0.217,0.092,-9.488,,,,,,,,,,,,
2,A,30385507,4978,,,,,,,1.267,0.019,-9.936,,,,,,,,,
2,B,30386453,4723,,,,,,,,,,,,,,,,40.562,-95.812,16.188
2,S,30386453,4723,0.800,0.480,1.760,0.223,0.083,-9.492,,,,,,,,,,,,
2,A,30388494,2987,,,,,,,1.274,0.008,-9.921,,,,,,,,,
2,B,30389181,2728,,,,,,,,,,0.039,0.363,-9.988,,,,,,
2,S,30389181,2728,0.800,1.120,1.440,0.212,0.077,-9.498,,,,,,,,,,,,
2,A,30390486,1992,,,,,,,1.257,0.009,-9.939,,,,,,,,,
2,B,30391891,2710,,,,,,,,,,,,,0.112,0.000,0.000,,,
2,S,30391891,2710,0.160,1.760,1.440,0.217,0.083,-9.498,,,,,,,,,,,,
2,A,30395464,4978,,,,,,,1.274,0.010,-9.919,,,,,,,,,
2,B,30395955,4064,,,,,,,,,,,,,,,,39.125,-96.500,15.938
2,S,30395955,4064,-0.160,1.760,1.760,0.217,0.092,-9.492,,,,,,,,,,,,
2,A,30397456,1992,,,,,,,1.277,0.001,-9.906,,,,,,,,,
2,B,30397987,2032,,,,,,,,,,0.020,0.363,-9.965,,,,,,
2,S,30397987,2032,0.800,1.760,2.080,0.217,0.092,-9.482,,,,,,,,,,,,
2,A,30399447,1991,,,,,,,1.248,-0.002,-9.889,,,,,,,,,
2,B,30400697,2710,,,,,,,,,,0.000,0.355,-9.965,,,,,,
2,S,30400697,2710,0.800,2.080,2.400,0.223,0.083,-9.473,,,,,,,,,,,,
2,A,30403430,3983,,,,,,,1.271,-0.014,-9.906,,,,,,,,,
2,B,30404084,3387,,,,,,,,,,,,,0.000,0.112,0.000,,,
2,S,30404084,3387,0.800,2.080,2.400,0.228,0.068,-9.467,,,,,,,,,,,,
2,A,30406417,2987,,,,,,,1.250,-0.025,-9.899,,,,,,,,,
2,B,30407451,3367,,,,,,,,,,,,,,,,39.562,-94.938,15.688
2,S,30407451,3367,0.800,1.440,2.400,0.228,0.062,-9.463,,,,,,,,,,,,
2,A,30409404,2987,,,,,,,1.248,0.005,-9.900,,,,,,,,,
2,B,30410180,2729,,,,,,,,,,0.008,0.344,-9.906,,,,,,
2,S,30410180,2729,1.120,1.440,2.720,0.223,0.068,-9.453,,,,,,,,,,,,
2,A,30411395,1991,,,,,,,1.252,0.021,-9.894,,,,,,,,,
2,B,30412889,2709,,,,,,,,,,,,,0.000,0.224,0.000,,,
2,S,30412889,2709,1.120,2.080,2.720,0.228,0.068,-9.453,,,,,,,,,,,,
2,A,30416374,4979,,,,,,,1.228,0.029,-9.883,,,,,,,,,
2,B,30416954,4065,,,,,,,,,,,,,,,,40.938,-97.938,15.625
2,S,30416954,4065,0.800,2.080,2.720,0.247,0.068,-9.457,,,,,,,,,,,,
2,A,30419361,2987,,,,,,,1.222,0.006,-9.893,,,,,,,,,
2,B,30420340,3386,,,,,,,,,,0.039,0.363,-9.934,,,,,,
2,S,30420340,3386,0.160,1.440,2.400,0.247,0.062,-9.447,,,,,,,,,,,,
2,A,30421352,1991,,,,,,,1.232,-0.019,-9.900,,,,,,,,,
2,B,30422372,2032,,,,,,,,,,,,,0.000,0.112,0.000,,,
2,S,30422372,2032,0.480,1.120,2.400,0.242,0.058,-9.438,,,,,,,,,,,,
2,A,30426331,4979,,,,,,,1.230,0.002,-9.903,,,,,,,,,
2,B,30427114,4742,,,,,,,,,,,,,,,,38.812,-96.812,16.938
2,S,30427114,4742,0.800,1.440,2.080,0.247,0.068,-9.428,,,,,,,,,,,,
2,A,30428322,1991,,,,,,,1.229,-0.005,-9.918,,,,,,,,,
2,B,30429146,2032,,,,,,,,,,0.059,0.344,-9.910,,,,,,
2,S,30429146,2032,1.760,1.120,2.080,0.258,0.072,-9.438,,,,,,,,,,,,
2,A,30430313,1991,,,,,,,1.222,-0.014,-9.907,,,,,,,,,
2,B,30431178,2032,,,,,,,,,,,,,0.112,0.000,0.112,,,
2,S,30431178,2032,1.440,0.480,2.080,0.268,0.072,-9.447,,,,,,,,,,,,
2,A,30435292,4979,,,,,,,1.230,0.001,-9.944,,,,,,,,,
2,B,30435920,4742,,,,,,,,,,0.059,0.344,-9.941,,,,,,
2,S,30435920,4742,0.800,0.800,2.080,0.263,0.058,-9.473,,,,,,,,,,,,
2,A,30437283,1991,,,,,,,1.232,-0.015,-9.939,,,,,,,,,
2,B,30437952,2032,,,,,,,,,,,,,,,,40.312,-95.625,15.938
2,S,30437952,2032,0.800,1.120,2.080,0.263,0.052,-9.473,,,,,,,,,,,,
2,A,30439274,1991,,,,,,,1.225,-0.012,-9.897,,,,,,,,,
2,B,30439984,2032,,,,,,,,,,0.059,0.355,-9.980,,,,,,
2,S,30439984,2032,0.800,1.440,1.760,0.263,0.048,-9.477,,,,,,,,,,,,
2,A,30441266,1992,,,,,,,1.259,-0.021,-9.916,,,,,,,,,
2,B,30442693,2709,,,,,,,,,,,,,0.000,0.000,0.112,,,
2,S,30442693,2709,0.800,1.760,2.080,0.258,0.048,-9.482,,,,,,,,,,,,
2,A,30446244,4978,,,,,,,1.257,-0.001,-9.914,,,,,,,,,
2,B,30446758,4065,,,,,,,,,,,,,,,,39.625,-96.375,16.312
2,S,30446758,4065,0.800,1.440,2.080,0.247,0.052,-9.473,,,,,,,,,,,,
2,A,30449231,2987,,,,,,,1.248,-0.019,-9.887,,,,,,,,,
2,B,30450145,3387,,,,,,,,,,0.027,0.344,-9.961,,,,,,
2,S,30450145,3387,0.800,1.440,1.760,0.237,0.062,-9.453,,,,,,,,,,,,
2,A,30451223,1992,,,,,,,1.264,-0.016,-9.871,,,,,,,,,
2,B,30452177,2032,,,,,,,,,,,,,-0.112,-0.112,0.000,,,
2,S,30452177,2032,1.440,1.440,1.760,0.233,0.068,-9.443,,,,,,,,,,,,
2,A,30456201,4978,,,,,,,1.290,0.008,-9.881,,,,,,,,,
2,B,30456918,4741,,,,,,,,,,,,,,,,39.625,-96.375,16.312
2,S,30456918,4741,1.440,1.440,1.440,0.217,0.062,-9.422,,,,,,,,,,,,
2,A,30459188,2987,,,,,,,1.286,0.015,-9.874,,,,,,,,,
2,B,30460305,3387,,,,,,,,,,0.020,0.355,-9.910,,,,,,
2,S,30460305,3387,1.440,1.440,1.760,0.212,0.062,-9.418,,,,,,,,,,,,
2,A,30461180,1992,,,,,,,1.272,0.000,-9.884,,,,,,,,,
2,B,30462337,2032,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30462337,2032,0.480,1.120,2.080,0.207,0.072,-9.422,,,,,,,,,,,,
2,A,30466158,4978,,,,,,,1.310,0.000,-9.871,,,,,,,,,
2,B,30466401,4064,,,,,,,,,,,,,,,,39.938,-96.562,16.562
2,S,30466401,4064,0.160,1.120,2.080,0.198,0.083,-9.432,,,,,,,,,,,,
2,A,30468149,1991,,,,,,,1.300,-0.009,-9.877,,,,,,,,,
2,B,30469111,2710,,,,,,,,,,0.000,0.355,-9.910,,,,,,
2,S,30469111,2710,0.160,1.120,2.080,0.193,0.083,-9.438,,,,,,,,,,,,
2,A,30470141,1992,,,,,,,1.282,0.015,-9.893,,,,,,,,,
2,B,30471143,2032,,,,,,,,,,-0.008,0.336,-9.898,,,,,,
2,S,30471143,2032,0.800,0.800,1.760,0.193,0.083,-9.443,,,,,,,,,,,,
2,A,30473128,2987,,,,,,,1.297,0.011,-9.886,,,,,,,,,
2,B,30474530,3387,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30474530,3387,1.120,0.480,2.080,0.198,0.083,-9.457,,,,,,,,,,,,
2,A,30477110,3982,,,,,,,1.303,0.022,-9.922,,,,,,,,,
2,B,30477917,3387,,,,,,,,,,,,,,,,39.812,-96.125,15.688
2,S,30477917,3387,1.440,0.800,2.080,0.203,0.083,-9.467,,,,,,,,,,,,
2,A,30480097,2987,,,,,,,1.291,0.015,-9.945,,,,,,,,,
2,B,30481303,3386,,,,,,,,,,0.000,0.363,-9.945,,,,,,
2,S,30481303,3386,0.800,1.760,2.400,0.203,0.087,-9.482,,,,,,,,,,,,
2,A,30482089,1992,,,,,,,1.271,0.015,-9.950,,,,,,,,,
2,B,30483336,2033,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30483336,2033,0.800,2.080,2.720,0.198,0.092,-9.492,,,,,,,,,,,,
2,A,30487067,4978,,,,,,,1.297,0.030,-9.969,,,,,,,,,
2,B,30487400,4064,,,,,,,,,,,,,,,,40.375,-96.125,16.000
2,S,30487400,4064,0.800,1.760,2.720,0.193,0.092,-9.508,,,,,,,,,,,,
2,A,30490054,2987,,,,,,,1.293,0.021,-9.978,,,,,,,,,
2,B,30490787,3387,,,,,,,,,,0.000,0.375,-10.012,,,,,,
2,S,30490787,3387,1.440,1.760,2.080,0.193,0.092,-9.523,,,,,,,,,,,,
2,A,30492045,1991,,,,,,,1.280,0.024,-9.985,,,,,,,,,
2,B,30493477,2690,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30493477,2690,1.760,1.760,2.080,0.198,0.087,-9.523,,,,,,,,,,,,
2,A,30497024,4979,,,,,,,1.274,0.004,-10.007,,,,,,,,,
2,B,30497560,4083,,,,,,,,,,,,,,,,40.125,-96.312,15.938
2,S,30497560,4083,1.760,1.760,1.760,0.198,0.077,-9.527,,,,,,,,,,,,
2,A,30499015,1991,,,,,,,1.257,-0.053,-9.965,,,,,,,,,
2,B,30499592,2032,,,,,,,,,,-0.020,0.363,-10.027,,,,,,
2,S,30499592,4064,1.440,1.440,2.080,0.203,0.068,-9.533,,,,,,,,,,,,
2,A,30501007,1992,,,,,,,1.217,-0.053,-9.977,,,,,,,,,
2,B,30502302,2710,,,,,,,,,,,,,0.000,-0.112,0.000,,,
2,S,30502302,678,2.080,1.440,2.080,0.203,0.062,-9.527,,,,,,,,,,,,
2,A,30504989,3982,,,,,,,1.224,-0.085,-9.923,,,,,,,,,
2,B,30506366,4064,,,,,,,,,,0.059,0.336,-9.984,,,,,,
2,S,30506366,4064,1.760,1.440,2.080,0.228,0.033,-9.527,,,,,,,,,,,,
2,A,30507976,2987,,,,,,,1.274,-0.070,-9.924,,,,,,,,,
2,B,30508398,2032,,,,,,,,,,,,,,,,39.188,-95.938,16.312
2,S,30508398,2032,1.760,1.760,2.080,0.237,0.018,-9.523,,,,,,,,,,,,
2,A,30509968,1992,,,,,,,1.251,-0.057,-9.893,,,,,,,,,
2,B,30511108,2710,,,,,,,,,,0.027,0.305,-10.004,,,,,,
2,S,30511108,2710,1.440,2.080,2.400,0.223,-0.003,-9.502,,,,,,,,,,,,
2,A,30511959,1991,,,,,,,1.262,-0.040,-9.846,,,,,,,,,
2,B,30513140,2032,,,,,,,,,,,,,0.112,0.112,0.000,,,
2,S,30513140,2032,1.440,2.080,2.720,0.207,-0.003,-9.477,,,,,,,,,,,,
2,A,30516938,4979,,,,,,,1.275,-0.017,-9.809,,,,,,,,,
2,B,30517204,4064,,,,,,,,,,,,,,,,40.688,-95.688,15.812
2,S,30517204,4064,1.440,1.760,2.400,0.198,0.018,-9.422,,,,,,,,,,,,
2,A,30519925,2987,,,,,,,1.315,-0.006,-9.768,,,,,,,,,
2,B,30520591,3387,,,,,,,,,,0.000,0.324,-9.891,,,,,,
2,S,30520591,3387,1.120,1.440,2.720,0.203,0.048,-9.383,,,,,,,,,,,,
2,A,30521916,1991,,,,,,,1.321,-0.005,-9.753,,,,,,,,,
2,B,30523300,2709,,,,,,,,,,,,,0.112,0.112,0.000,,,
2,S,30523300,2709,1.120,1.120,3.040,0.193,0.068,-9.357,,,,,,,,,,,,
2,A,30526894,4978,,,,,,,1.327,0.033,-9.754,,,,,,,,,
2,B,30527364,4064,,,,,,,,,,,,,,,,39.312,-95.750,16.750
2,S,30527364,4064,1.120,0.480,3.040,0.158,0.077,-9.338,,,,,,,,,,,,
2,A,30529881,2987,,,,,,,1.302,0.053,-9.785,,,,,,,,,
2,B,30530751,3387,,,,,,,,,,-0.020,0.344,-9.824,,,,,,
2,S,30530751,3387,0.800,0.480,1.760,0.142,0.092,-9.332,,,,,,,,,,,,
2,A,30531873,1992,,,,,,,1.299,0.041,-9.817,,,,,,,,,
2,B,30532783,2032,,,,,,,,,,,,,0.000,0.000,-0.112,,,
2,S,30532783,2032,0.160,0.480,1.760,0.142,0.102,-9.338,,,,,,,,,,,,
2,A,30537847,5974,,,,,,,1.269,0.063,-9.925,,,,,,,,,
2,B,30538880,6097,,,,,,,,,,-0.047,0.402,-9.852,,,,,,
2,S,30538880,6097,-0.160,1.440,2.720,0.177,0.133,-9.418,,,,,,,,,,,,
2,A,30540834,2987,,,,,,,1.260,0.044,-10.004,,,,,,,,,
2,B,30541589,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30541589,2709,0.160,1.760,2.720,0.198,0.133,-9.467,,,,,,,,,,,,
2,A,30544817,3983,,,,,,,1.248,0.019,-10.082,,,,,,,,,
2,B,30545653,4064,,,,,,,,,,-0.039,0.395,-9.949,,,,,,
2,S,30545653,4064,0.160,1.120,2.080,0.212,0.122,-9.537,,,,,,,,,,,,
2,A,30546808,1991,,,,,,,1.248,0.024,-10.100,,,,,,,,,
2,B,30548363,2710,,,,,,,,,,,,,,,,40.188,-95.812,15.500
2,S,30548363,2710,0.800,1.120,1.760,0.223,0.107,-9.582,,,,,,,,,,,,
2,A,30549795,2987,,,,,,,1.261,0.018,-10.131,,,,,,,,,
2,B,30550395,2032,,,,,,,,,,0.020,0.402,-10.062,,,,,,
2,S,30550395,2032,1.120,1.120,1.760,0.233,0.102,-9.613,,,,,,,,,,,,
2,A,30552782,2987,,,,,,,1.286,0.021,-10.125,,,,,,,,,
2,B,30553782,3387,,,,,,,,,,,,,,,,40.250,-97.188,16.875
2,S,30553782,3387,1.120,0.800,1.760,0.253,0.102,-9.648,,,,,,,,,,,,
2,A,30554773,1991,,,,,,,1.269,0.027,-10.134,,,,,,,,,
2,B,30555814,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30555814,2032,0.480,0.480,1.760,0.258,0.102,-9.662,,,,,,,,,,,,
2,A,30558756,3983,,,,,,,1.298,0.029,-10.074,,,,,,,,,
2,B,30559201,3387,,,,,,,,,,0.039,0.363,-10.148,,,,,,
2,S,30559201,3387,0.480,0.480,2.080,0.253,0.098,-9.662,,,,,,,,,,,,
2,A,30561743,2987,,,,,,,1.299,0.041,-10.009,,,,,,,,,
2,B,30562588,3387,,,,,,,,,,,,,,,,40.375,-97.062,16.500
2,S,30562588,3387,0.480,1.120,2.080,0.237,0.098,-9.627,,,,,,,,,,,,
2,A,30563735,1992,,,,,,,1.285,0.045,-9.970,,,,,,,,,
2,B,30564620,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30564620,2032,0.800,1.760,2.080,0.223,0.098,-9.598,,,,,,,,,,,,
2,A,30566722,2987,,,,,,,1.290,0.019,-9.865,,,,,,,,,
2,B,30568006,3386,,,,,,,,,,0.008,0.363,-10.066,,,,,,
2,S,30568006,3386,1.120,2.400,2.080,0.203,0.102,-9.533,,,,,,,,,,,,
2,A,30570704,3982,,,,,,,1.303,0.032,-9.776,,,,,,,,,
2,B,30571393,3387,,,,,,,,,,,,,,,,39.500,-95.562,15.375
2,S,30571393,3387,1.440,2.400,2.080,0.193,0.113,-9.453,,,,,,,,,,,,
2,A,30572696,1992,,,,,,,1.299,0.039,-9.734,,,,,,,,,
2,B,30573425,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30573425,2032,1.760,2.400,2.080,0.188,0.117,-9.398,,,,,,,,,,,,
2,A,30576678,3982,,,,,,,1.269,0.027,-9.686,,,,,,,,,
2,B,30578167,4742,,,,,,,,,,-0.008,0.395,-9.859,,,,,,
2,S,30578167,4742,1.760,2.400,2.080,0.163,0.113,-9.297,,,,,,,,,,,,
2,A,30579665,2987,,,,,,,1.257,0.039,-9.719,,,,,,,,,
2,B,30580199,2032,,,,,,,,,,-0.020,0.395,-9.789,,,,,,
2,S,30580199,2032,1.760,2.400,2.400,0.163,0.113,-9.283,,,,,,,,,,,,
2,A,30582652,2987,,,,,,,1.250,0.035,-9.765,,,,,,,,,
2,B,30583586,3387,,,,,,,,,,,,,,,,40.875,-96.438,15.750
2,S,30583586,3387,2.080,2.720,2.720,0.188,0.117,-9.297,,,,,,,,,,,,
2,A,30584644,1992,,,,,,,1.232,0.028,-9.821,,,,,,,,,
2,B,30585618,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30585618,2032,2.080,2.720,3.040,0.207,0.117,-9.322,,,,,,,,,,,,
2,A,30588626,3982,,,,,,,1.209,0.020,-9.875,,,,,,,,,
2,B,30589005,3387,,,,,,,,,,,,,,,,40.625,-96.688,15.625
2,S,30589005,3387,1.440,2.080,3.040,0.233,0.107,-9.367,,,,,,,,,,,,
2,A,30591613,2987,,,,,,,1.181,0.005,-9.965,,,,,,,,,
2,B,30592392,3387,,,,,,,,,,0.039,0.402,-9.836,,,,,,
2,S,30592392,3387,1.120,1.440,3.040,0.247,0.083,-9.412,,,,,,,,,,,,
2,A,30594600,2987,,,,,,,1.176,-0.015,-10.027,,,,,,,,,
2,B,30595779,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30595779,3387,1.440,0.480,2.400,0.273,0.072,-9.467,,,,,,,,,,,,
2,A,30597587,2987,,,,,,,1.147,-0.016,-10.083,,,,,,,,,
2,B,30599165,3386,,,,,,,,,,0.078,0.363,-9.945,,,,,,
2,S,30599165,3386,1.760,0.480,2.080,0.312,0.072,-9.537,,,,,,,,,,,,
2,A,30601570,3983,,,,,,,1.174,-0.032,-10.089,,,,,,,,,
2,B,30601875,2710,,,,,,,,,,,,,,,,40.750,-96.188,15.938
2,S,30601875,2710,1.440,0.800,2.400,0.343,0.062,-9.588,,,,,,,,,,,,
2,A,30603562,1992,,,,,,,1.194,-0.026,-10.067,,,,,,,,,
2,B,30604584,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30604584,2709,0.480,0.480,2.400,0.347,0.048,-9.607,,,,,,,,,,,,
2,A,30606549,2987,,,,,,,1.204,-0.048,-10.023,,,,,,,,,
2,B,30607971,3387,,,,,,,,,,0.145,0.324,-10.062,,,,,,
2,S,30607971,3387,-0.480,0.160,2.080,0.328,0.037,-9.598,,,,,,,,,,,,
2,A,30610531,3982,,,,,,,1.214,-0.057,-9.931,,,,,,,,,
2,B,30611358,3387,,,,,,,,,,,,,,,,39.062,-95.625,15.750
2,S,30611358,3387,-0.800,0.480,2.080,0.297,0.043,-9.562,,,,,,,,,,,,
2,A,30612523,1992,,,,,,,1.227,-0.063,-9.906,,,,,,,,,
2,B,30613390,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30613390,2032,0.480,1.440,2.400,0.287,0.043,-9.537,,,,,,,,,,,,
2,A,30616505,3982,,,,,,,1.291,-0.057,-9.782,,,,,,,,,
2,B,30617454,4064,,,,,,,,,,0.113,0.305,-10.020,,,,,,
2,S,30617454,4064,1.440,2.400,2.720,0.268,0.028,-9.467,,,,,,,,,,,,
2,A,30619492,2987,,,,,,,1.301,-0.035,-9.743,,,,,,,,,
2,B,30620164,2710,,,,,,,,,,0.047,0.316,-9.910,,,,,,
2,S,30620164,2710,2.080,2.720,2.400,0.237,0.022,-9.408,,,,,,,,,,,,
2,A,30622479,2987,,,,,,,1.304,-0.024,-9.700,,,,,,,,,
2,B,30623531,3367,,,,,,,,,,,,,,,,40.062,-95.875,15.062
2,S,30623531,3367,1.440,2.720,2.080,0.203,0.033,-9.348,,,,,,,,,,,,
2,A,30624471,1992,,,,,,,1.310,-0.022,-9.682,,,,,,,,,
2,B,30625583,2052,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30625583,2052,1.120,2.720,2.080,0.163,0.052,-9.307,,,,,,,,,,,,
2,A,30627458,2987,,,,,,,1.276,-0.011,-9.672,,,,,,,,,
2,B,30628970,3387,,,,,,,,,,-0.027,0.344,-9.750,,,,,,
2,S,30628970,6096,1.120,2.400,2.400,0.152,0.052,-9.273,,,,,,,,,,,,
2,A,30631440,3982,,,,,,,1.293,-0.032,-9.665,,,,,,,,,
2,B,30632356,3386,,,,,,,,,,,,,,,,39.312,-95.812,16.000
2,S,30632356,677,1.120,1.120,2.080,0.152,0.048,-9.277,,,,,,,,,,,,
2,A,30633432,1992,,,,,,,1.310,-0.045,-9.715,,,,,,,,,
2,B,30634388,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30634388,2032,0.800,0.800,2.080,0.163,0.048,-9.283,,,,,,,,,,,,
2,A,30636419,2987,,,,,,,1.287,-0.029,-9.773,,,,,,,,,
2,B,30637775,3387,,,,,,,,,,-0.039,0.344,-9.793,,,,,,
2,S,30637775,3387,0.800,1.120,2.400,0.172,0.052,-9.297,,,,,,,,,,,,
2,A,30640401,3982,,,,,,,1.274,-0.018,-9.908,,,,,,,,,
2,B,30641162,3387,,,,,,,,,,,,,,,,39.688,-94.812,15.375
2,S,30641162,3387,0.480,1.120,3.040,0.177,0.068,-9.342,,,,,,,,,,,,
2,A,30642393,1992,,,,,,,1.274,-0.031,-9.952,,,,,,,,,
2,B,30643194,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30643194,2032,0.480,0.800,3.040,0.188,0.072,-9.387,,,,,,,,,,,,
2,A,30646375,3982,,,,,,,1.261,-0.034,-10.041,,,,,,,,,
2,B,30647259,4065,,,,,,,,,,-0.008,0.336,-9.898,,,,,,
2,S,30647259,4065,0.480,0.160,2.400,0.223,0.062,-9.512,,,,,,,,,,,,
2,A,30649362,2987,,,,,,,1.258,0.001,-10.096,,,,,,,,,
2,B,30649968,2709,,,,,,,,,,0.047,0.336,-10.059,,,,,,
2,S,30649968,5418,0.800,0.160,2.400,0.237,0.058,-9.617,,,,,,,,,,,,
2,A,30652349,2987,,,,,,,1.274,-0.008,-10.133,,,,,,,,,
2,B,30653355,3387,,,,,,,,,,,,,,,,39.812,-95.188,15.188
2,S,30653355,678,1.760,0.480,2.400,0.237,0.058,-9.623,,,,,,,,,,,,
2,A,30654341,1992,,,,,,,1.266,-0.006,-10.160,,,,,,,,,
2,B,30655387,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30655387,2032,1.760,0.800,2.080,0.233,0.058,-9.643,,,,,,,,,,,,
2,A,30657328,2987,,,,,,,1.281,-0.008,-10.142,,,,,,,,,
2,B,30658774,3387,,,,,,,,,,,,,,,,39.375,-96.188,16.125
2,S,30658774,3387,1.120,0.800,1.440,0.233,0.052,-9.672,,,,,,,,,,,,
2,A,30661310,3982,,,,,,,1.308,-0.017,-10.076,,,,,,,,,
2,B,30662161,3387,,,,,,,,,,0.059,0.344,-10.137,,,,,,
2,S,30662161,3387,0.480,1.440,1.440,0.228,0.058,-9.678,,,,,,,,,,,,
2,A,30664297,2987,,,,,,,1.309,-0.005,-9.998,,,,,,,,,
2,B,30665528,3367,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,30665528,3367,0.800,2.080,2.080,0.212,0.052,-9.652,,,,,,,,,,,,
2,A,30667284,2987,,,,,,,1.320,0.018,-9.923,,,,,,,,,
2,B,30668257,2729,,,,,,,,,,-0.020,0.336,-10.113,,,,,,
2,S,30668257,2729,1.440,2.080,2.400,0.177,0.052,-9.578,,,,,,,,,,,,
2,A,30671267,3983,,,,,,,1.362,-0.006,-9.837,,,,,,,,,
2,B,30671644,3387,,,,,,,,,,,,,,,,39.875,-96.188,16.438
