Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_G_X,SCH_G_Y,SCH_G_Z,ADXL_G_X,ADXL_G_Y,ADXL_G_Z,BNO_G_X,BNO_G_Y,BNO_G_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
1,A,28296248,3983,,,,,,,0.233,-0.054,-1.000,,,,,,,,,
1,B,28297422,4741,,,,,,,,,,,,,,,,84.750,-77.188,-2.688
1,S,28297422,677,0.160,1.120,2.720,-0.080,-0.048,-0.958,,,,,,,,,,,,
1,A,28299235,2987,,,,,,,0.231,-0.055,-0.999,,,,,,,,,
1,B,28300132,2710,,,,,,,,,,-0.097,-0.022,-1.008,,,,,,
1,S,28300132,2710,0.160,1.440,3.040,-0.079,-0.048,-0.958,,,,,,,,,,,,
1,A,28302222,2987,,,,,,,0.233,-0.054,-1.001,,,,,,,,,
1,B,28302842,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28302842,2710,0.800,1.760,2.400,-0.079,-0.047,-0.958,,,,,,,,,,,,
1,A,28306205,3983,,,,,,,0.232,-0.054,-1.003,,,,,,,,,
1,B,28306906,4064,,,,,,,,,,,,,,,,83.375,-77.875,-2.125
1,S,28306906,4064,1.120,1.760,1.120,-0.080,-0.049,-0.959,,,,,,,,,,,,
1,A,28308196,1991,,,,,,,0.228,-0.054,-1.004,,,,,,,,,
1,B,28309616,2710,,,,,,,,,,-0.095,-0.022,-1.009,,,,,,
1,S,28309616,2710,0.800,1.760,1.120,-0.081,-0.050,-0.960,,,,,,,,,,,,
1,A,28311183,2987,,,,,,,0.231,-0.053,-1.005,,,,,,,,,
1,B,28311648,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28311648,2032,0.800,1.760,1.440,-0.081,-0.049,-0.961,,,,,,,,,,,,
1,A,28315166,3983,,,,,,,0.229,-0.052,-1.006,,,,,,,,,
1,B,28315713,4065,,,,,,,,,,-0.096,-0.022,-1.009,,,,,,
1,S,28315713,4065,0.480,1.760,2.080,-0.080,-0.048,-0.962,,,,,,,,,,,,
1,A,28317157,1991,,,,,,,0.230,-0.055,-1.005,,,,,,,,,
1,B,28318422,2709,,,,,,,,,,,,,,,,83.688,-77.000,-2.438
1,S,28318422,2709,0.800,1.440,2.400,-0.079,-0.048,-0.962,,,,,,,,,,,,
1,A,28320144,2987,,,,,,,0.233,-0.055,-1.007,,,,,,,,,
1,B,28321132,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28321132,2710,1.120,1.120,2.400,-0.079,-0.048,-0.962,,,,,,,,,,,,
1,A,28325123,4979,,,,,,,0.233,-0.052,-1.010,,,,,,,,,
1,B,28325874,4742,,,,,,,,,,-0.094,-0.022,-1.013,,,,,,
1,S,28325874,4742,1.120,1.440,1.760,-0.080,-0.048,-0.963,,,,,,,,,,,,
1,A,28327114,1991,,,,,,,0.231,-0.052,-1.010,,,,,,,,,
1,B,28327906,2032,,,,,,,,,,-0.096,-0.020,-1.013,,,,,,
1,S,28327906,2032,1.120,1.760,1.760,-0.080,-0.048,-0.963,,,,,,,,,,,,
1,A,28330101,2987,,,,,,,0.231,-0.053,-1.007,,,,,,,,,
1,B,28331293,3387,,,,,,,,,,,,,,,,83.312,-77.438,-2.188
1,S,28331293,3387,0.800,1.440,1.760,-0.079,-0.047,-0.963,,,,,,,,,,,,
1,A,28333088,2987,,,,,,,0.232,-0.053,-1.007,,,,,,,,,
1,B,28333325,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28333325,2032,1.120,1.440,1.760,-0.079,-0.047,-0.963,,,,,,,,,,,,
1,A,28336075,2987,,,,,,,0.231,-0.053,-1.006,,,,,,,,,
1,B,28336712,3387,,,,,,,,,,-0.095,-0.019,-1.013,,,,,,
1,S,28336712,3387,1.120,1.120,1.760,-0.079,-0.048,-0.964,,,,,,,,,,,,
1,A,28339062,2987,,,,,,,0.231,-0.051,-1.005,,,,,,,,,
1,B,28340099,3387,,,,,,,,,,,,,,,,83.938,-77.250,-2.938
1,S,28340099,3387,1.120,0.800,1.760,-0.080,-0.048,-0.963,,,,,,,,,,,,
1,A,28342049,2987,,,,,,,0.232,-0.054,-1.003,,,,,,,,,
1,B,28342131,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28342131,2032,0.800,0.800,1.440,-0.080,-0.048,-0.963,,,,,,,,,,,,
1,A,28346032,3983,,,,,,,0.232,-0.051,-1.003,,,,,,,,,
1,B,28346873,4742,,,,,,,,,,-0.095,-0.020,-1.009,,,,,,
1,S,28346873,4742,0.480,1.440,1.440,-0.080,-0.048,-0.961,,,,,,,,,,,,
1,A,28348023,1991,,,,,,,0.229,-0.054,-1.001,,,,,,,,,
1,B,28348906,2033,,,,,,,,,,,,,,,,82.875,-75.938,-2.750
1,S,28348906,2033,1.120,1.120,1.440,-0.080,-0.048,-0.961,,,,,,,,,,,,
1,A,28350014,1991,,,,,,,0.230,-0.054,-1.000,,,,,,,,,
1,B,28351615,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28351615,2709,1.440,0.800,1.760,-0.079,-0.049,-0.960,,,,,,,,,,,,
1,A,28355988,5974,,,,,,,0.230,-0.053,-1.001,,,,,,,,,
1,B,28356357,4742,,,,,,,,,,-0.093,-0.020,-1.009,,,,,,
1,S,28356357,4742,1.760,1.120,2.080,-0.080,-0.047,-0.959,,,,,,,,,,,,
1,A,28357980,1992,,,,,,,0.230,-0.053,-1.000,,,,,,,,,
1,B,28359067,2710,,,,,,,,,,-0.094,-0.022,-1.007,,,,,,
1,S,28359067,2710,1.760,1.440,2.400,-0.080,-0.046,-0.959,,,,,,,,,,,,
1,A,28360967,2987,,,,,,,0.232,-0.054,-1.000,,,,,,,,,
1,B,28362454,3387,,,,,,,,,,,,,,,,83.438,-76.312,-2.312
1,S,28362454,3387,1.760,2.080,2.400,-0.079,-0.046,-0.959,,,,,,,,,,,,
1,A,28363954,2987,,,,,,,0.230,-0.055,-1.001,,,,,,,,,
1,B,28364486,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28364486,2032,1.760,1.760,2.080,-0.079,-0.046,-0.959,,,,,,,,,,,,
1,A,28366941,2987,,,,,,,0.232,-0.053,-1.001,,,,,,,,,
1,B,28367873,3387,,,,,,,,,,-0.093,-0.022,-1.005,,,,,,
1,S,28367873,3387,1.760,1.440,2.080,-0.079,-0.047,-0.959,,,,,,,,,,,,
1,A,28369928,2987,,,,,,,0.232,-0.052,-1.001,,,,,,,,,
1,B,28371260,3387,,,,,,,,,,,,,,,,83.688,-77.000,-2.438
1,S,28371260,3387,1.760,0.800,2.080,-0.079,-0.047,-0.959,,,,,,,,,,,,
1,A,28372915,2987,,,,,,,0.229,-0.054,-1.002,,,,,,,,,
1,B,28373292,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28373292,2032,0.800,0.800,2.400,-0.080,-0.047,-0.960,,,,,,,,,,,,
1,A,28376898,3983,,,,,,,0.231,-0.052,-1.003,,,,,,,,,
1,B,28377357,4065,,,,,,,,,,-0.095,-0.022,-1.008,,,,,,
1,S,28377357,4065,0.480,1.120,2.400,-0.080,-0.047,-0.959,,,,,,,,,,,,
1,A,28378889,1991,,,,,,,0.231,-0.052,-1.005,,,,,,,,,
1,B,28380066,2709,,,,,,,,,,,,,,,,83.500,-75.688,-2.750
1,S,28380066,2709,0.800,1.760,2.400,-0.081,-0.047,-0.959,,,,,,,,,,,,
1,A,28380880,1991,,,,,,,0.231,-0.053,-1.002,,,,,,,,,
1,B,28382099,2033,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28382099,2033,1.440,2.080,2.080,-0.081,-0.047,-0.959,,,,,,,,,,,,
1,A,28385859,4979,,,,,,,0.230,-0.052,-1.003,,,,,,,,,
1,B,28386163,4064,,,,,,,,,,-0.094,-0.020,-1.009,,,,,,
1,S,28386163,4064,1.760,1.440,1.760,-0.080,-0.047,-0.961,,,,,,,,,,,,
1,A,28387850,1991,,,,,,,0.230,-0.054,-1.004,,,,,,,,,
1,B,28388873,2710,,,,,,,,,,-0.095,-0.020,-1.010,,,,,,
1,S,28388873,2710,1.120,1.440,2.080,-0.080,-0.047,-0.961,,,,,,,,,,,,
1,A,28390837,2987,,,,,,,0.230,-0.054,-1.004,,,,,,,,,
1,B,28392260,3387,,,,,,,,,,,,,,,,84.000,-76.688,-2.625
1,S,28392260,3387,0.800,2.080,2.720,-0.080,-0.047,-0.961,,,,,,,,,,,,
1,A,28393824,2987,,,,,,,0.231,-0.053,-1.004,,,,,,,,,
1,B,28394292,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28394292,2032,0.800,1.760,2.720,-0.080,-0.048,-0.960,,,,,,,,,,,,
1,A,28396811,2987,,,,,,,0.229,-0.054,-1.003,,,,,,,,,
1,B,28397679,3387,,,,,,,,,,,,,,,,82.938,-76.375,-2.625
1,S,28397679,3387,0.800,1.120,2.080,-0.080,-0.049,-0.961,,,,,,,,,,,,
1,A,28399798,2987,,,,,,,0.231,-0.051,-1.003,,,,,,,,,
1,B,28401066,3387,,,,,,,,,,-0.094,-0.020,-1.010,,,,,,
1,S,28401066,3387,0.160,1.120,1.440,-0.080,-0.049,-0.961,,,,,,,,,,,,
1,A,28402785,2987,,,,,,,0.230,-0.054,-1.003,,,,,,,,,
1,B,28403098,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28403098,2032,0.160,1.440,1.440,-0.081,-0.048,-0.961,,,,,,,,,,,,
1,A,28406768,3983,,,,,,,0.233,-0.052,-1.004,,,,,,,,,
1,B,28407163,4065,,,,,,,,,,,,,,,,83.625,-77.062,-3.125
1,S,28407163,4065,0.480,1.440,2.400,-0.082,-0.047,-0.961,,,,,,,,,,,,
1,A,28408759,1991,,,,,,,0.231,-0.054,-1.003,,,,,,,,,
1,B,28409872,2709,,,,,,,,,,-0.096,-0.020,-1.013,,,,,,
1,S,28409872,2709,1.440,1.440,3.040,-0.083,-0.047,-0.961,,,,,,,,,,,,
1,A,28410750,1991,,,,,,,0.233,-0.054,-1.003,,,,,,,,,
1,B,28411905,2033,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28411905,2033,1.440,1.760,2.720,-0.082,-0.047,-0.962,,,,,,,,,,,,
1,A,28415729,4979,,,,,,,0.230,-0.053,-1.005,,,,,,,,,
1,B,28416627,4722,,,,,,,,,,-0.095,-0.019,-1.013,,,,,,
1,S,28416627,4722,0.800,1.440,1.760,-0.080,-0.047,-0.963,,,,,,,,,,,,
1,A,28417720,1991,,,,,,,0.230,-0.054,-1.008,,,,,,,,,
1,B,28418679,2052,,,,,,,,,,,,,,,,84.438,-76.625,-3.000
1,S,28418679,2052,0.160,1.120,1.440,-0.080,-0.048,-0.963,,,,,,,,,,,,
1,A,28419712,1992,,,,,,,0.231,-0.054,-1.010,,,,,,,,,
1,B,28420711,2032,,,,,,,,,,-0.096,-0.020,-1.011,,,,,,
1,S,28420711,2032,0.160,1.120,1.440,-0.081,-0.048,-0.963,,,,,,,,,,,,
1,A,28422699,2987,,,,,,,0.231,-0.055,-1.007,,,,,,,,,
1,B,28423421,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28423421,2710,0.480,1.120,1.760,-0.081,-0.049,-0.964,,,,,,,,,,,,
1,A,28425686,2987,,,,,,,0.232,-0.052,-1.009,,,,,,,,,
1,B,28426130,2709,,,,,,,,,,,,,,,,84.250,-76.812,-3.125
1,S,28426130,2709,0.800,1.760,2.080,-0.081,-0.049,-0.964,,,,,,,,,,,,
1,A,28428673,2987,,,,,,,0.230,-0.052,-1.008,,,,,,,,,
1,B,28429517,3387,,,,,,,,,,-0.093,-0.018,-1.014,,,,,,
1,S,28429517,3387,0.800,1.760,2.080,-0.080,-0.048,-0.964,,,,,,,,,,,,
1,A,28431660,2987,,,,,,,0.231,-0.053,-1.007,,,,,,,,,
1,B,28432227,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28432227,2710,0.800,1.760,2.080,-0.079,-0.048,-0.964,,,,,,,,,,,,
1,A,28435642,3982,,,,,,,0.232,-0.055,-1.005,,,,,,,,,
1,B,28436291,4064,,,,,,,,,,,,,,,,82.375,-75.562,-2.438
1,S,28436291,4064,1.440,1.440,2.400,-0.079,-0.048,-0.964,,,,,,,,,,,,
1,A,28438629,2987,,,,,,,0.231,-0.053,-1.004,,,,,,,,,
1,B,28439678,3387,,,,,,,,,,-0.095,-0.020,-1.008,,,,,,
1,S,28439678,3387,1.440,1.120,2.080,-0.080,-0.048,-0.963,,,,,,,,,,,,
1,A,28440621,1992,,,,,,,0.232,-0.054,-1.003,,,,,,,,,
1,B,28441711,2033,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28441711,2033,0.800,0.800,1.760,-0.080,-0.048,-0.962,,,,,,,,,,,,
1,A,28445599,4978,,,,,,,0.230,-0.054,-1.002,,,,,,,,,
1,B,28446452,4741,,,,,,,,,,,,,,,,83.188,-75.562,-2.938
1,S,28446452,4741,0.800,0.800,1.760,-0.080,-0.048,-0.959,,,,,,,,,,,,
1,A,28447590,1991,,,,,,,0.232,-0.054,-0.999,,,,,,,,,
1,B,28448485,2033,,,,,,,,,,-0.095,-0.020,-1.009,,,,,,
1,S,28448485,2033,1.120,1.120,2.080,-0.080,-0.048,-0.958,,,,,,,,,,,,
1,A,28449582,1992,,,,,,,0.230,-0.054,-0.998,,,,,,,,,
1,B,28450517,2032,,,,,,,,,,-0.097,-0.024,-1.007,,,,,,
1,S,28450517,2032,1.440,1.440,2.720,-0.080,-0.048,-0.957,,,,,,,,,,,,
1,A,28454560,4978,,,,,,,0.231,-0.054,-0.997,,,,,,,,,
1,B,28455259,4742,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28455259,4742,1.440,2.080,3.360,-0.079,-0.050,-0.956,,,,,,,,,,,,
1,A,28456551,1991,,,,,,,0.230,-0.054,-0.997,,,,,,,,,
1,B,28457291,2032,,,,,,,,,,,,,,,,83.812,-77.375,-2.562
1,S,28457291,2032,1.120,2.720,3.360,-0.079,-0.050,-0.956,,,,,,,,,,,,
1,A,28459538,2987,,,,,,,0.229,-0.056,-0.997,,,,,,,,,
1,B,28460678,3387,,,,,,,,,,-0.096,-0.022,-1.003,,,,,,
1,S,28460678,3387,1.440,2.400,3.040,-0.079,-0.049,-0.956,,,,,,,,,,,,
1,A,28462525,2987,,,,,,,0.232,-0.053,-0.998,,,,,,,,,
1,B,28462710,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28462710,2032,1.440,2.080,2.720,-0.080,-0.048,-0.956,,,,,,,,,,,,
1,A,28466508,3983,,,,,,,0.232,-0.054,-0.999,,,,,,,,,
1,B,28467452,4742,,,,,,,,,,,,,,,,83.938,-77.188,-2.188
1,S,28467452,4742,1.440,1.120,1.440,-0.079,-0.047,-0.958,,,,,,,,,,,,
1,A,28469495,2987,,,,,,,0.229,-0.053,-1.001,,,,,,,,,
1,B,28470162,2710,,,,,,,,,,-0.095,-0.022,-1.007,,,,,,
1,S,28470162,2710,1.120,0.480,1.120,-0.078,-0.047,-0.959,,,,,,,,,,,,
1,A,28471486,1991,,,,,,,0.230,-0.054,-1.004,,,,,,,,,
1,B,28472871,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28472871,2709,0.160,0.480,1.440,-0.078,-0.047,-0.960,,,,,,,,,,,,
1,A,28476464,4978,,,,,,,0.229,-0.050,-1.007,,,,,,,,,
1,B,28476936,4065,,,,,,,,,,,,,,,,83.188,-75.062,-3.062
1,S,28476936,4065,-0.160,0.800,2.720,-0.079,-0.048,-0.960,,,,,,,,,,,,
1,A,28478456,1992,,,,,,,0.229,-0.053,-1.008,,,,,,,,,
1,B,28479626,2690,,,,,,,,,,-0.095,-0.019,-1.010,,,,,,
1,S,28479626,2690,0.160,0.800,3.040,-0.080,-0.048,-0.962,,,,,,,,,,,,
1,A,28480447,1991,,,,,,,0.232,-0.050,-1.009,,,,,,,,,
1,B,28481678,2052,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28481678,2052,-0.160,0.480,2.720,-0.080,-0.047,-0.963,,,,,,,,,,,,
1,A,28485425,4978,,,,,,,0.231,-0.051,-1.009,,,,,,,,,
1,B,28485742,4064,,,,,,,,,,-0.094,-0.022,-1.015,,,,,,
1,S,28485742,4064,-0.160,0.480,2.400,-0.079,-0.046,-0.966,,,,,,,,,,,,
1,A,28487417,1992,,,,,,,0.232,-0.052,-1.011,,,,,,,,,
1,B,28488452,2710,,,,,,,,,,,,,,,,83.688,-76.062,-2.938
1,S,28488452,2710,0.800,0.800,2.400,-0.080,-0.047,-0.966,,,,,,,,,,,,
1,A,28489408,1991,,,,,,,0.231,-0.051,-1.008,,,,,,,,,
1,B,28490484,2032,,,,,,,,,,-0.095,-0.020,-1.015,,,,,,
1,S,28490484,2032,1.120,1.120,2.080,-0.080,-0.047,-0.966,,,,,,,,,,,,
1,A,28491399,1991,,,,,,,0.230,-0.051,-1.009,,,,,,,,,
1,B,28492516,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28492516,2032,0.800,1.440,1.760,-0.080,-0.047,-0.965,,,,,,,,,,,,
1,A,28496378,4979,,,,,,,0.232,-0.052,-1.008,,,,,,,,,
1,B,28497258,4742,,,,,,,,,,-0.097,-0.019,-1.010,,,,,,
1,S,28497258,4742,0.800,1.760,1.760,-0.079,-0.046,-0.964,,,,,,,,,,,,
1,A,28499365,2987,,,,,,,0.231,-0.052,-1.005,,,,,,,,,
1,B,28500626,3368,,,,,,,,,,,,,,,,83.938,-77.188,-2.188
1,S,28500626,3368,0.800,1.760,2.720,-0.079,-0.047,-0.963,,,,,,,,,,,,
1,A,28501356,1991,,,,,,,0.231,-0.055,-1.003,,,,,,,,,
1,B,28502677,2051,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28502677,2051,2.080,1.760,2.720,-0.080,-0.047,-0.962,,,,,,,,,,,,
1,A,28506335,4979,,,,,,,0.232,-0.054,-1.002,,,,,,,,,
1,B,28506742,4065,,,,,,,,,,,,,,,,84.375,-76.750,-2.688
1,S,28506742,4065,2.400,1.120,2.400,-0.081,-0.048,-0.961,,,,,,,,,,,,
1,A,28509322,2987,,,,,,,0.231,-0.052,-1.001,,,,,,,,,
1,B,28510129,3387,,,,,,,,,,-0.094,-0.020,-1.010,,,,,,
1,S,28510129,3387,2.720,0.800,2.080,-0.081,-0.048,-0.960,,,,,,,,,,,,
1,A,28511313,1991,,,,,,,0.229,-0.055,-0.999,,,,,,,,,
1,B,28512161,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28512161,2032,1.760,0.800,1.760,-0.081,-0.047,-0.960,,,,,,,,,,,,
1,A,28516291,4978,,,,,,,0.230,-0.054,-1.001,,,,,,,,,
1,B,28516903,4742,,,,,,,,,,,,,,,,83.312,-78.000,-1.812
1,S,28516903,4742,1.440,1.120,2.080,-0.080,-0.047,-0.959,,,,,,,,,,,,
1,A,28518283,1992,,,,,,,0.231,-0.055,-1.001,,,,,,,,,
1,B,28518935,2032,,,,,,,,,,-0.093,-0.024,-1.012,,,,,,
1,S,28518935,2032,1.760,1.440,2.080,-0.080,-0.047,-0.959,,,,,,,,,,,,
1,A,28520274,1991,,,,,,,0.230,-0.055,-1.001,,,,,,,,,
1,B,28521625,2690,,,,,,,,,,-0.097,-0.022,-1.011,,,,,,
1,S,28521625,2690,1.440,1.120,2.080,-0.080,-0.048,-0.960,,,,,,,,,,,,
1,A,28523261,2987,,,,,,,0.231,-0.053,-1.003,,,,,,,,,
1,B,28524354,2729,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28524354,2729,0.480,0.800,2.080,-0.080,-0.048,-0.961,,,,,,,,,,,,
1,A,28526248,2987,,,,,,,0.229,-0.054,-1.004,,,,,,,,,
1,B,28527064,2710,,,,,,,,,,,,,,,,82.938,-75.375,-3.188
1,S,28527064,2710,0.160,0.800,2.080,-0.080,-0.048,-0.962,,,,,,,,,,,,
1,A,28529235,2987,,,,,,,0.230,-0.053,-1.005,,,,,,,,,
1,B,28530451,3387,,,,,,,,,,-0.093,-0.020,-1.012,,,,,,
1,S,28530451,3387,-0.160,1.440,2.080,-0.080,-0.047,-0.962,,,,,,,,,,,,
1,A,28531226,1991,,,,,,,0.230,-0.053,-1.005,,,,,,,,,
1,B,28532483,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28532483,2032,0.160,1.760,2.400,-0.080,-0.047,-0.961,,,,,,,,,,,,
1,A,28536205,4979,,,,,,,0.230,-0.055,-1.006,,,,,,,,,
1,B,28536548,4065,,,,,,,,,,,,,,,,82.375,-76.562,-1.938
1,S,28536548,4065,0.160,1.760,2.720,-0.079,-0.049,-0.961,,,,,,,,,,,,
1,A,28539192,2987,,,,,,,0.231,-0.055,-1.005,,,,,,,,,
1,B,28539935,3387,,,,,,,,,,-0.098,-0.022,-1.010,,,,,,
1,S,28539935,3387,0.160,1.120,2.400,-0.079,-0.049,-0.961,,,,,,,,,,,,
1,A,28541183,1991,,,,,,,0.231,-0.054,-1.006,,,,,,,,,
1,B,28542625,2690,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28542625,2690,0.480,1.120,2.080,-0.079,-0.049,-0.961,,,,,,,,,,,,
1,A,28546161,4978,,,,,,,0.231,-0.053,-1.003,,,,,,,,,
1,B,28546709,4084,,,,,,,,,,,,,,,,84.062,-75.500,-3.438
1,S,28546709,4084,0.800,1.760,1.760,-0.081,-0.048,-0.959,,,,,,,,,,,,
1,A,28549148,2987,,,,,,,0.231,-0.054,-1.002,,,,,,,,,
1,B,28550096,3387,,,,,,,,,,-0.095,-0.022,-1.007,,,,,,
1,S,28550096,3387,1.760,2.080,1.760,-0.082,-0.048,-0.959,,,,,,,,,,,,
1,A,28551140,1992,,,,,,,0.232,-0.056,-0.999,,,,,,,,,
1,B,28552128,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28552128,2032,2.080,2.080,2.080,-0.082,-0.049,-0.959,,,,,,,,,,,,
1,A,28555123,3983,,,,,,,0.231,-0.055,-0.997,,,,,,,,,
1,B,28556193,4065,,,,,,,,,,-0.095,-0.020,-1.008,,,,,,
1,S,28556193,4065,2.080,2.080,2.400,-0.083,-0.049,-0.959,,,,,,,,,,,,
1,A,28558110,2987,,,,,,,0.230,-0.056,-0.996,,,,,,,,,
1,B,28558902,2709,,,,,,,,,,,,,,,,83.688,-76.500,-2.875
1,S,28558902,2709,1.440,1.760,2.400,-0.083,-0.049,-0.959,,,,,,,,,,,,
1,A,28560101,1991,,,,,,,0.231,-0.056,-0.998,,,,,,,,,
1,B,28560935,2033,,,,,,,,,,-0.095,-0.024,-1.008,,,,,,
1,S,28560935,2033,0.800,1.760,2.080,-0.082,-0.048,-0.959,,,,,,,,,,,,
1,A,28562092,1991,,,,,,,0.230,-0.055,-0.999,,,,,,,,,
1,B,28563625,2690,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28563625,2690,0.480,1.440,2.080,-0.081,-0.048,-0.960,,,,,,,,,,,,
1,A,28567071,4979,,,,,,,0.229,-0.054,-1.004,,,,,,,,,
1,B,28567709,4084,,,,,,,,,,,,,,,,84.625,-76.312,-2.875
1,S,28567709,4084,0.480,1.120,2.080,-0.080,-0.048,-0.960,,,,,,,,,,,,
1,A,28570058,2987,,,,,,,0.233,-0.053,-1.004,,,,,,,,,
1,B,28571096,3387,,,,,,,,,,-0.094,-0.022,-1.009,,,,,,
1,S,28571096,3387,0.800,0.800,2.080,-0.080,-0.048,-0.960,,,,,,,,,,,,
1,A,28572049,1991,,,,,,,0.230,-0.052,-1.003,,,,,,,,,
1,B,28573128,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28573128,2032,0.800,0.800,2.400,-0.080,-0.048,-0.961,,,,,,,,,,,,
1,A,28577027,4978,,,,,,,0.230,-0.051,-1.010,,,,,,,,,
1,B,28577192,4064,,,,,,,,,,,,,,,,83.062,-76.250,-2.938
1,S,28577192,4064,1.120,0.800,2.720,-0.080,-0.047,-0.963,,,,,,,,,,,,
1,A,28580014,2987,,,,,,,0.232,-0.053,-1.011,,,,,,,,,
1,B,28580579,3387,,,,,,,,,,-0.097,-0.022,-1.010,,,,,,
1,S,28580579,3387,0.480,0.800,1.760,-0.080,-0.047,-0.964,,,,,,,,,,,,
1,A,28582006,1992,,,,,,,0.230,-0.051,-1.013,,,,,,,,,
1,B,28583289,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28583289,2710,-0.160,1.120,1.440,-0.080,-0.046,-0.964,,,,,,,,,,,,
1,A,28585988,3982,,,,,,,0.229,-0.053,-1.012,,,,,,,,,
1,B,28587353,4064,,,,,,,,,,-0.095,-0.020,-1.014,,,,,,
1,S,28587353,4064,-0.160,1.440,2.080,-0.079,-0.046,-0.965,,,,,,,,,,,,
1,A,28588975,2987,,,,,,,0.231,-0.051,-1.011,,,,,,,,,
1,B,28589386,2033,,,,,,,,,,,,,,,,83.688,-76.500,-2.875
1,S,28589386,2033,0.480,1.120,2.080,-0.080,-0.046,-0.966,,,,,,,,,,,,
1,A,28590967,1992,,,,,,,0.230,-0.053,-1.010,,,,,,,,,
1,B,28592095,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28592095,2709,0.480,0.800,2.400,-0.080,-0.046,-0.965,,,,,,,,,,,,
1,A,28594949,3982,,,,,,,0.230,-0.052,-1.006,,,,,,,,,
1,B,28596160,4065,,,,,,,,,,-0.093,-0.022,-1.013,,,,,,
1,S,28596160,4065,0.800,1.120,3.040,-0.081,-0.047,-0.965,,,,,,,,,,,,
1,A,28597936,2987,,,,,,,0.230,-0.052,-1.002,,,,,,,,,
1,B,28598192,2032,,,,,,,,,,,,,,,,83.250,-76.938,-2.312
1,S,28598192,2032,0.800,1.440,3.040,-0.081,-0.047,-0.964,,,,,,,,,,,,
1,A,28600923,2987,,,,,,,0.230,-0.053,-1.001,,,,,,,,,
1,B,28601579,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28601579,3387,1.120,2.080,2.400,-0.081,-0.047,-0.963,,,,,,,,,,,,
1,A,28605902,4979,,,,,,,0.231,-0.054,-0.997,,,,,,,,,
1,B,28606998,5419,,,,,,,,,,-0.094,-0.020,-1.012,,,,,,
1,S,28606998,5419,1.440,1.760,2.080,-0.079,-0.048,-0.960,,,,,,,,,,,,
1,A,28609884,3982,,,,,,,0.230,-0.054,-0.997,,,,,,,,,
1,B,28610385,3387,,,,,,,,,,,,,,,,84.312,-76.688,-3.500
1,S,28610385,3387,1.440,1.760,2.400,-0.078,-0.048,-0.958,,,,,,,,,,,,
1,A,28611876,1992,,,,,,,0.229,-0.055,-0.995,,,,,,,,,
1,B,28612418,2033,,,,,,,,,,-0.095,-0.022,-1.009,,,,,,
1,S,28612418,2033,1.120,1.440,2.400,-0.078,-0.047,-0.958,,,,,,,,,,,,
1,A,28614863,2987,,,,,,,0.229,-0.055,-0.994,,,,,,,,,
1,B,28615805,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,28615805,3387,1.440,1.120,2.080,-0.080,-0.046,-0.957,,,,,,,,,,,,
1,A,28617850,2987,,,,,,,0.231,-0.055,-0.997,,,,,,,,,
1,B,28619192,3387,,,,,,,,,,-0.093,-0.020,-1.008,,,,,,
1,S,28619192,3387,1.440,1.120,1.760,-0.080,-0.046,-0.957,,,,,,,,,,,,
